year,country,iso3,description,source_org,destination_org,destination_org_type,amountUSD,data_source
2024,Brazil,BRA,"Forcibly displaced and stateless people and host community groups are actively engaged in developing community protection,
assistance and solutions, including in favour of peaceful coexistence.",UNHCR,ASSOCIACAO DO BEM ESTAR DOS MENORES AFRICANOS ABEMA,NGOs: National,2690,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people and host community groups are actively engaged in developing community protection,
assistance and solutions, including in favour of peaceful coexistence.",UNHCR,ASSOCIACAO DOS ANGOLANOS E AMIGOS DO ESTADO DO RIO GRANDE DO SUL,NGOs: National,2012,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people and host community groups are actively engaged in developing community protection,
assistance and solutions, including in favour of peaceful coexistence.",UNHCR,Associacao dos Haitianos no Brasil,NGOs: National,4432,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people and host community groups are actively engaged in developing community protection,
assistance and solutions, including in favour of peaceful coexistence.",UNHCR,Associacao dos Imigrantes Haitianos do Vale do Taquari (ASIHVAT),NGOs: National,3192,UNHCR partner info
2024,Global,Global,"UNHCR embraces a culture of Innovation and change that understands, supports and invests effectively in innovation at all
levels of the organization as a key driver in enhancing impact and realizing its strategic directions.",UNHCR,Associacao dos Migrantes Indigenas-AMIR,NGOs: National,29443,UNHCR partner info
2024,Mozambique,MOZ,GBV survivors and women at risk have safe and adequate access to quality services to respond to their needs.,UNHCR,ASSOCIACAO DOS REFUGIADOS EM MOCAMBIQUE,NGOs: National,12000,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people have access to territory, registration, documentation and timely referral to protection
and humanitarian assistance, and refoulement is prevented.; Forcibly displaced and stateless people at heightened risk or with
specific needs, including children, LGBTIQ+ people, persons with disabilities, elderly people, and others, have access to timely
protection, assistance, and solutions.; National and local policies and programmes facilitate socio-economic integration of
forcibly displaced and stateless people.",UNHCR,ASSOCIACAO EDUCADORA SAO CARLOS – AESC,NGOs: National,31727,UNHCR partner info
2024,Brazil,BRA,"National and local policies and programmes facilitate socio-economic integration of forcibly displaced and stateless people.;
Voluntary internal relocation is available to a higher and more diverse number of forcibly displaced and stateless people in
coordination with authorities and civil society organizations.",UNHCR,ASSOCIAÇÃO HERMANITOS,NGOs: National,225902,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people, including the LGBTIQ+ community, have access to services, regardless of their sex,
sexual orientation or gender identity, and receive timely and appropriate support to acts of gender-based violence; while
authorities, UNHCR and civil society actors contribute to the prevention and risk mitigation of gender-based violence.",UNHCR,Associacao LGBT+ Movimento,NGOs: National,4377,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people have access to territory, registration, documentation and timely referral to protection
and humanitarian assistance, and refoulement is prevented.; Forcibly displaced and stateless people have access to status
determination through a strengthened asylum system in compliance with national legislation and international instruments.;
Forcibly displaced and stateless people have access to adequate and timely shelter assistance.; National and local policies and
programmes facilitate socio-economic integration of forcibly displaced and stateless people.",UNHCR,ASSOCIACAO SCALABRINI A SERVICO DOS MIGRANTES,NGOs: National,46313,UNHCR partner info
2024,Dominican Republic,DOM,"Asylum-seekers can enter the territory, and access registration and humane reception facilities; National law, policy and
practice related to asylum and statelessness is brought in line with international standards; Forcibly displaced and stateless
people are empowered to self-mobilize and advocate for their rights; Public attitude and social perception towards forcibly
displaced and stateless people is improved; Forcibly displaced and stateless people are able to obtain legal status and local
integration and are considered in national policies",UNHCR,ASSOCIACION SCALABRINIANA AL SERVICIO,NGOs: National,161251,UNHCR partner info
2024,Algeria,DZA,Persons of concern with heightened risk can meet their basic needs,UNHCR,Association ADWAA Right for Democracy,NGOs: National,890367,UNHCR partner info
2024,Algeria,DZA,By 2024 refugees and asylum seekers living in urban area have expanded access to job market.,UNHCR,Association ANEJ,NGOs: National,64698,UNHCR partner info
2024,Code d'Ivoire,CIV,"By 2026, an increased number of forcibly displaced persons and stateless persons have access to legal documentation",UNHCR,ASSOCIATION DES FEMMES JURISTES DE CIV,NGOs: National,513323,UNHCR partner info
2024,Burundi,BDI,"By the end of 2027, refugees living in the five camps and urban areas in Bujumbura and Rumonge will be more engaged in
community participation and women will be more empowered",UNHCR,Association des Jeunes rapatries du Burundi,NGOs: National,11201,UNHCR partner info
2024,Greece,GRC,State actors implement social cohesion policies and actions with participation by civil society and refugee communities,UNHCR,ASSOCIATION FOR REGIONAL DEVELOPMENT AND,NGOs: National,366692,UNHCR partner info
2024,Global,Global,"Operations are equipped to ensure POC in the region meaningfully participate and have safe access to protection services and
programs",UNHCR,Association forProgressiveCommunications,NGO: International,117947,UNHCR partner info
2024,Lebanon,LBN,"Children are protected from abuse, neglect, violence, and exploitation; PWSN exposure to protection risks is mitigated and
their needs addressed",UNHCR,ASSOCIATION HIMAYA,NGOs: National,136408,UNHCR partner info
2024,Lebanon,LBN,"Children are protected from abuse, neglect, violence, and exploitation; PWSN exposure to protection risks is mitigated and
their needs addressed",UNHCR,ASSOCIATION HIMAYA,NGOs: National,881915,UNHCR partner info
2024,Mali,MLI,"By 2026, partners' capacity on operations management, coordination and support strengthened and optimized",UNHCR,ASSOCIATION MALIENNE DE RECHERCHE ACTION POUR LE DEVELOPPEMENT,NGOs: National,217259,UNHCR partner info
2024,Mali,MLI,"By 2026, internally displaced persons have access to sustainable solutions; By 2026, the risks of GBV are reduced, all survivors
have adequate and timely access to quality services and GBV prevention programming effectively addresses root causes of
GBV; By 2026, people with and for whom UNHCR works have access to a wider range of solutions; By 2026, health status of
the population improved; By 2026, people with and for whom UNHCR works have access to primary, secondary, and tertiary
education; By 2026, people with and for whom UNHCR works have the necessary information and resources to voluntarily
return to their country of origin",UNHCR,Association Malienne pour la Survie au Sahel,NGOs: National,1760420,UNHCR partner info
2024,Morocco,MAR,"Refugees are active stakeholders in promoting community-based protection and coexistence with full participation of refugee
women.; By 2025, refugees are more selfreliant through a reinforcement of their capacities and the engagement of the private
sector and relevant stakeholders",UNHCR,Association Marocaine d'Appui,NGOs: National,598631,UNHCR partner info
2024,Croatia,HRV,Enhanced socio-economic inclusion of refugees and promotion of welcoming communities,UNHCR,ASSOCIATION MI,NGOs: National,156051,UNHCR partner info
