year,country,iso3,description,source_org,destination_org,destination_org_type,amountUSD,data_source
2024,Mexico,MEX,"People UNHCR serves have access to information, comprehensive assistance (including through more sustainable shelter
options) and case management.",UNHCR,"ALBERGUE DIOCESANO BELEN, FUI FORASTERO",NGOs: National,108049,UNHCR partner info
2024,Ecuador,ECU,"Unaccompanied, separated or at-risk children and adolescents have access to efficient protection responses",UNHCR,ALDEAS INFANTILES SOS ECUADOR,NGOs: National,70500,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people have access to status determination through a strengthened asylum system in
compliance with national legislation and international instruments.; Forcibly displaced and stateless people at heightened risk
or with specific needs, including children, LGBTIQ+ people, persons with disabilities, elderly people, and others, have access to
timely protection, assistance, and solutions.; Forcibly displaced and stateless people have access to cash assistance, in-kind
assistance and/or public services.; Forcibly displaced and stateless people have access to adequate and timely shelter
assistance.; National and local policies and programmes facilitate socio-economic integration of forcibly displaced and
stateless people.; Voluntary internal relocation is available to a higher and more diverse number of forcibly displaced and
stateless people in coordination with authorities and civil society organizations.",UNHCR,ALDEIAS INFANTIS SOS BRASIL,NGOs: National,556644,UNHCR partner info
2024,Global,Global,"Operations monitor policy and legislative developments on asylum, refugee, IDP and statelessness matters ensuing
interventions with States on the strenghtening of their systems and promoting access to national GBV services, inlcusion of
poc children into national child protection systems, adequate reception conditions and child-friendly asylum systems.",UNHCR,Aleksejs IVASCUKS,NGOs: National,12081,UNHCR partner info
2024,South Sudan,SSD,"Forcibly displaced and stateless persons exercise their rights and duties associated with access to territory and possession of
documents.; By 2025, national policy supports a more favourable protection environment for forcibly displaced and stateless
persons.; National authorities and communities are able to strengthen gender equality and respond to/prevent GBV.; Forcibly
displaced and stateless persons have improved access to justice by 2025.; Community based structures are strengthened to
enable community inclusion, empowerment and resilience.; Urgent humanitarian needs are addressed for all forcibly displaced
and stateless persons.; By 2025, forcibly displaced and stateless persons have access to sustainable solutions.; Forcibly
displaced and stateless persons have improved access to healthcare by 2025.; The majority of forcibly displaced and stateless
persons gain access to sustainable livelihoods by 2025.; By 2025, forcibly displaced and stateless persons have access to
solutions.",UNHCR,ALIGHT - USA,NGO: International,3859727,UNHCR partner info
2024,Sudan,SDN,"Incidents of sexual and gender-based violence, as well as sexual exploitation and abuse among forcibly displaced people are
reduced, prevented, and victims are supported (OA4: GBV); By 2025 80% of separated refugee children have access to national
childcare systems (OA5: Children).; By 2025, mechanisms for accountability to all forcibly displaced people in Sudan will be in
place and functioning. (OA7: Community)",UNHCR,ALIGHT - USA,NGO: International,896968,UNHCR partner info
2024,Sudan,SDN,"Incidents of sexual and gender-based violence, as well as sexual exploitation and abuse among forcibly displaced people are
reduced, prevented, and victims are supported (OA4: GBV); By 2025 80% of separated refugee children have access to national
childcare systems (OA5: Children).; By 2025, mechanisms for accountability to all forcibly displaced people in Sudan will be in
place and functioning. (OA7: Community); Forcibly displaced and stateless people with specific needs benefit from targeted
services, including best-interest procedures (OA8: Well-being)",UNHCR,ALIGHT - USA,NGO: International,220558,UNHCR partner info
2024,Global,Global,"UNHCR embraces a culture of Innovation and change that understands, supports and invests effectively in innovation at all
levels of the organization as a key driver in enhancing impact and realizing its strategic directions.",UNHCR,ALIGHT RWANDA,NGO: International,46271,UNHCR partner info
2024,Egypt,EGY,"Refugees and asylum-seekers have access to national health services; Refugees and asylum seekers have access to adequate
socio economic, Livelihood opportunities and contribute to their own well being",UNHCR,All Saints Cathedral,NGOs: National,55708,UNHCR partner info
2024,Iraq,IRQ,"Gender-sensitive and inclusive protection including gender-based violence prevention, mitigation, and response services, are
progressively expanded and improved to address needs of the people we serve.",UNHCR,Al-Mesalla Org. for HR Dev.,NGOs: National,481331,UNHCR partner info
2024,Syria,SYR,"By 2025, the risks of gender-based violence are reduced, survivors have adequate and timely access to quality services and
prevention programming effectively addresses root causes of gender-based violence; By 2025, children UNHCR serves have
access to enhanced child protection systems, procedures, and services; By 2025, community groups and outreach volunteers
are empowered, and community participation is enhanced; By 2025, vulnerable people are assisted to meet basic and specific
needs; By 2025, access to quality primary, secondary, and tertiary education for all affected people is enhanced; By 2025,
identified vulnerable people have access to sustainable livelihood opportunities and services",UNHCR,ALNADA DEVELOPMENT (NGO),NGOs: National,627900,UNHCR partner info
2024,Syria,SYR,"By 2025, children UNHCR serves have access to enhanced child protection systems, procedures, and services; By 2025,
community groups and outreach volunteers are empowered, and community participation is enhanced; By 2025, vulnerable
people are assisted to meet basic and specific needs; By 2025, the health system's capacity is strengthened to support
continuity of care and community resilience; By 2025, access to quality primary, secondary, and tertiary education for all
affected people is enhanced",UNHCR,Altamayoz Establishment for Development,NGOs: National,207070,UNHCR partner info
2024,Mexico,MEX,"Risk of gender-based violence is reduced for all people UNHCR serves and all survivors have adequate and timely access to
services.",UNHCR,ALTERNATIVAS PACIFICAS AC,NGOs: National,378296,UNHCR partner info
2024,Zambia,ZMB,People of concern access to enhanced protection and durable solutions,UNHCR,Amani Womens Group,NGOs: National,9482,UNHCR partner info
2024,Uganda,UGA,"Reception conditions Improved; By 2025 Refugee communities change their attitudes and contribute to reduced risk of gender-based violence incidents.; Children are protected from violence, abuse, neglect, and exploitation and are able to develop
positively in a nurturing environment; Refugees and asylum seekers live in safety and have access to legal remedies; Persons
with specific needs (PSNs) have timely access to appropriate services and participate in community activities and decision-making on an equal basis with others; All women, men, boys and girls of concern, including those of diverse backgrounds, are
able to enjoy rights and play a central role in activities and decisions that affect them, and co-exist peacefully with
neighbouring communities.; Refugees have greater dignity of choice in meeting needs through provision of domestic items and
monetization of NFIs; Refugee and host communities have improved short and medium-term self-reliance measures, actively
participate in the local economy through food production and income generation for self-sustenance.; Refugees are supported
to return voluntarily to their countries of origin in safety and with dignity.",UNHCR,AMERICAN REFUGEE COMMITTEE (MAIN) - UGA,NGO: International,3291451,UNHCR partner info
2024,Lebanon,LBN,Persons of concern are included in national services and feel safer in their host communities,UNHCR,AMERICAN UNIVERSITY OF BEIRUT (AUB),Other: National,70000,UNHCR partner info
2024,Global,Global,"Advance refugee education inclusion in national systems, and enable learning for all students, regardless of legal status,
gender or disability",UNHCR,AMSODE MALI,NGOs: National,181718,UNHCR partner info
2024,Mali,MLI,"By 2026, refugees, asylum-seekers benefit from national reception procedures supported by UNHCR; Refugees & AS benefit
from reception procedures; By 2026, the risks of GBV are reduced, all survivors have adequate and timely access to quality
services and GBV prevention programming effectively addresses root causes of GBV; By 2026, people with and for whom
UNHCR works have access to a wider range of solutions; By 2026, people with and for whom UNHCR works have adequate
access to well-being support and assistance; By 2026, health status of the population improved; By 2026, people with and for
whom UNHCR works have access to primary, secondary, and tertiary education; By 2026, people with and for whom UNHCR
works have the necessary information and resources to voluntarily return to their country of origin",UNHCR,AMSODE MALI,NGOs: National,667032,UNHCR partner info
2024,France,FRA,Access to the territory and adequate reception standards are ensured for asylum-seekers and refugees,UNHCR,ANAFE,NGOs: National,32538,UNHCR partner info
2024,Chad,TCD,"The systems and mechanisms in place facilitate access to the territory for asylum-seekers, as well as systematic registration
and documentation of forcibly displaced and stateless persons.",UNHCR,ANATS HCR,Governments: Local/National,106722,UNHCR partner info
2024,Peru,PER,"An increasing number of forcibly displaced people are self-reliant, able to support their families, and actively engaged in social
participation within their communities, particularly in advancing gender equality.",UNHCR,ANGELES DEL CAMINO,NGOs: National,5508,UNHCR partner info
2024,Afghanistan,AFG,"Refugees, asylum-seekers, returnees, IDPs and the host community have access to a wide range of solutions.; IDPs and IDP
returnees have access to sustainable solutions.",UNHCR,ANSARI REHABILITATION ASS. FOR AFG,NGOs: National,549776,UNHCR partner info
2024,Moldova,MDA,"Refugees meaningfully participate in decision making processes that affect their lives, collaborating with local authorities and
host communities development goals and to foster social cohesion; Refugees are included in national and local services in
Moldova, with government systems strengthened, and have access to decent livelihood opportunities, actively contributing to
local development",UNHCR,AO Comunitatea Evreiasca din Republica Moldova,NGOs: National,97371,UNHCR partner info
2024,Moldova,MDA,"Refugees meaningfully participate in decision making processes that affect their lives, collaborating with local authorities and
host communities development goals and to foster social cohesion",UNHCR,AO Ukrainian Wоmеп Refugee Network Female Suрроrt Fоrсе,NGOs: National,11940,UNHCR partner info
2024,Niger,NER,"By 2025, forcibly displaced people have access to quality health, mental health, reproductive health/HIV and nutrition services.
.",UNHCR,APBE/PRESTATION,NGOs: National,1376297,UNHCR partner info
2024,Niger,NER,"By 2025, forcibly displaced people have access to adequate shelter, as part of the local integration program. Social housing is
made available to the refugees, displaced, and vulnerable community.; By 2025, forcibly displaced people have access to
quality health, mental health, reproductive health/HIV and nutrition services. .; By 2025, forcibly displaced people have
adequate quantity and quality of water and sanitation services; By 2025, strategic commitments and advocacy can be
maintained and continued.",UNHCR,APBE/PRESTATION,NGOs: National,784484,UNHCR partner info
2024,Niger,NER,"By 2025, forcibly displaced people have access to adequate shelter, as part of the local integration program. Social housing is
made available to the refugees, displaced, and vulnerable community.; By 2025, forcibly displaced people have access to
quality health, mental health, reproductive health/HIV and nutrition services. .; By 2025, forcibly displaced people have
adequate quantity and quality of water and sanitation services; By 2025, strategic commitments and advocacy can be
maintained and continued.",UNHCR,APBE/PRESTATION,NGOs: National,1220280,UNHCR partner info
2024,Niger,NER,"By 2025, forcibly displaced people will have access to food security and basic emergency items (core relief items).; By 2025,
forcibly displaced people have access to quality health, mental health, reproductive health/HIV and nutrition services. .",UNHCR,APBE/PRESTATION,NGOs: National,1396713,UNHCR partner info
2024,Niger,NER,"By 2025, forcibly displaced people have access to quality health, mental health, reproductive health/HIV and nutrition services.
.",UNHCR,APBE/PRESTATION,NGOs: National,435777,UNHCR partner info
2024,Italy,ITA,"1.5 Persons of concern have increased access to appropriate national GBV prevention and response services and risk
mitigation measures.",UNHCR,APS Donne di Benin City Palermo,NGOs: National,5423,UNHCR partner info
2024,Myanmar,MMR,"Forcibly displaced and stateless people have access to assistance that addresses their basic needs, physical safety and
wellbeing.",UNHCR,Ar Yone Oo Social Development Association,NGOs: National,200333,UNHCR partner info
2024,Jordan,JOR,"Government’s actions relating to freedom of movement and respect of principle of non-refoulement are more aligned with
international standards",UNHCR,ARAB RENAISSANCE OF DEMOC AND DEVELOP,NGOs: National,1392175,UNHCR partner info
2024,Global,Global,"UNHCR embraces a culture of Innovation and change that understands, supports and invests effectively in innovation at all
levels of the organization as a key driver in enhancing impact and realizing its strategic directions.",UNHCR,ARAB WOMEN ORGANAIZATION OF JORDAN,NGOs: National,11999,UNHCR partner info
2024,Jordan,JOR,"Populations of concern have access to strengthened GBV prevention and response, ensuring a principled approach to the
provision of accessible, prompt, confidential and appropriate services to GBV survivors",UNHCR,ARAB WOMEN ORGANAIZATION OF JORDAN,NGOs: National,95000,UNHCR partner info
2024,Jordan,JOR,People of concern have optimal access to standard essential health care services,UNHCR,ARABIAN MEDICAL RELIEF SOCIETY,NGOs: National,2153144,UNHCR partner info
2024,Myanmar,MMR,"Age, gender and diverse groups of forcibly displaced and stateless people – especially women and girls – can make informed
decisions on, and meaningfully participate in, all issues impacting their protection and solutions environment, to improve their
lives and futures.",UNHCR,Arakha People Relief and Resilience Association,NGOs: National,3425,UNHCR partner info
2024,Ethiopia,ETH,Improved access to justice all for persons of concern,UNHCR,Arba Minch University,Other: National,19513,UNHCR partner info
2024,France,FRA,Refugees actively participate in the decisions impacting them and are regularly consulted by the relevant stakeholders,UNHCR,Arc Essentiel,NGOs: National,6351,UNHCR partner info
2024,Haiti,HTI,Forcibly displaced and stateless people are empowered to self-mobilize and advocate for their rights,UNHCR,Archives Nationales D'Haiti,Governments: Local/National,70150,UNHCR partner info
2024,Italy,ITA,"1.1 Asylum-seekers are able to enter the country without being returned and persons of concern have access to appropriate
information and reception conditions.; 1.2 Asylum-seekers have their asylum claims processed in a timely manner and through
a quality, fair and efficient national refugee status determination procedure; 2.1 Refugee and stateless communities and
individuals become more engaged in protection and solutions for their own communities; 2.3 Refugees are supported to enjoy
the right to family reunification and resettlement and complementary pathways to Italy are increased",UNHCR,ARCI APS,NGOs: National,631786,UNHCR partner info
2024,Armenia,ARM,"Promoting livelihood and economic inclusion for people with and for whom UNHCR works through the sustainable
programmes and capacitation of the state and non-state actors",UNHCR,Armenian Association of Social Workers NGO,NGOs: National,152536,UNHCR partner info
2024,Armenia,ARM,"People with and for whom UNHCR works have effective access to mental health and psychosocial support, Child Protection
services and benefit from GBV response mechanisms.; People with and for whom UNHCR works are supported to meet their
basic needs",UNHCR,Armenian Branch of Foundation - Action Against Hunger,NGO: International,803321,UNHCR partner info
2024,Armenia,ARM,"People with and for whom UNHCR works have effective access to mental health and psychosocial support, Child Protection
services and benefit from GBV response mechanisms.",UNHCR,Armenian National Paralympic Committee,NGOs: National,12078,UNHCR partner info
2024,Armenia,ARM,"By 2026 the national policy and legal framework is brought further in line with the international law and standards, and all
people with and for whom UNHCR works have access to quality legal assistance, enjoy freedom of movement and access to
services; People with and for whom UNHCR works have effective access to mental health and psychosocial support, Child
Protection services and benefit from GBV response mechanisms.; People with and for whom UNHCR works are supported to
meet their basic needs",UNHCR,ARMENIAN RED CROSS SOCIETY,Red Cross: National,5252245,UNHCR partner info
2024,Global,Global,15.1 Third-country solutions are expanded,UNHCR,Artolution Inc. - USA,NGOs: National,15000,UNHCR partner info
2024,Global,Global,"UNHCR embraces a culture of Innovation and change that understands, supports and invests effectively in innovation at all
levels of the organization as a key driver in enhancing impact and realizing its strategic directions.",UNHCR,Artolution Inc. - USA,NGOs: National,58834,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people have access to territory, registration, documentation and timely referral to protection
and humanitarian assistance, and refoulement is prevented.; Forcibly displaced and stateless people have access to status
determination through a strengthened asylum system in compliance with national legislation and international instruments.;
Forcibly displaced and stateless people, including the LGBTIQ+ community, have access to services, regardless of their sex,
sexual orientation or gender identity, and receive timely and appropriate support to acts of gender-based violence; while
authorities, UNHCR and civil society actors contribute to the prevention and risk mitigation of gender-based violence.; Forcibly
displaced and stateless people and host community groups are actively engaged in developing community protection,
assistance and solutions, including in favour of peaceful coexistence.; Forcibly displaced and stateless people at heightened risk
or with specific needs, including children, LGBTIQ+ people, persons with disabilities, elderly people, and others, have access to
timely protection, assistance, and solutions.; National and local policies and programmes facilitate socio-economic integration
of forcibly displaced and stateless people.",UNHCR,ASAV - SERVICO JESUITA A MIGRANTES E REFUGIADOS,NGOs: National,329330,UNHCR partner info
2024,Sudan,SDN,Health and nutrition services for refugees are strengthened and health systems are enhanced (OA10: Health).,UNHCR,Asmlash Grant Foundation,NGOs: National,12000,UNHCR partner info
2024,Costa Rica,CRI,People UNHCR serves and host communities promote peaceful coexistence.,UNHCR,Asoc Beisbol La Sabana,NGOs: National,4208,UNHCR partner info
2024,El Salvador,SLV,"Gender-based violence survivors have adequate and timely access to specialized services, and communities are actively
engaged in prevention and risk mitigation activities.; Strengthened community structures promote inclusion and effective
participation for the enjoyment of their rights.; Forcibly displaced people access efficient and effective national services and
humanitarian responses.",UNHCR,Asoc Organización de Mujeres Salvadoreña,NGOs: National,234390,UNHCR partner info
2024,Spain,ESP,"Forcibly displaced and stateless persons meaningfully engage and participate in protection decision-making processes and the
design and implementation of the programs that affect them",UNHCR,ASOC VILLA COLOMBIA EVENTOS,NGOs: National,3780,UNHCR partner info
2024,Algeria,DZA,"Sahrawi refugees living in the five camps in Tindouf can access safe water, sanitation and hygiene facilities",UNHCR,Asoc. de Trabajadores y Tecnicos S/F,NGO: International,717080,UNHCR partner info
2024,Costa Rica,CRI,People UNHCR serves have access to government run programs to address their specific needs.,UNHCR,ASOC. EDUCAC. POPULAR MARIA AUXILIADORA,NGOs: National,58205,UNHCR partner info
2024,Honduras,HND,"Communities and people at risk have community self-protection strategies and access to inclusive and effective participation
mechanisms.",UNHCR,Asoc. Jovenes Contra la Violencia HND,NGOs: National,149694,UNHCR partner info
2024,Honduras,HND,"Communities and people at risk have community self-protection strategies and access to inclusive and effective participation
mechanisms.",UNHCR,Asoc. Programa Amigo de los Niños,NGOs: National,399678,UNHCR partner info
2024,Costa Rica,CRI,"The asylum system is strengthened to ensure effective access to the refugee status determination process.; People UNHCR
serves have access to legal aid.; Opportunities for resettlement and complementary pathways of people UNHCR serves are
increased.",UNHCR,ASOC. SERVICIO JESUITA PARA MIGRANTES,NGO: International,531733,UNHCR partner info
2024,Argentina,ARG,"People with international protection needs have access to fair and efficient asylum/statelessness procedures, protection-oriented legal stay arrangements, migratory alternatives, complementary pathways, or resettlement according to
international and regional standards.; Quality control mechanisms, monitoring and oversight ensure access to rights and
asylum.; Host communities and systems enable the social and economic inclusion and participation of forcibly displaced and
stateless people.",UNHCR,ASOC.CAREF,NGOs: National,529692,UNHCR partner info
2024,Peru,PER,"An increasing number of forcibly displaced people are self-reliant, able to support their families, and actively engaged in social
participation within their communities, particularly in advancing gender equality.",UNHCR,ASOCIACION BETESDA PERU,NGOs: National,3868,UNHCR partner info
2024,Peru,PER,"Government institutions enhanced the management of asylum procedures, implemented alternative stay mechanisms, and
issued documentation certifying the migratory status of forcibly displaced people.; Forcibly displaced people have access to
assistance and services that meet their basic needs, while addressing gaps in State protection services",UNHCR,ASOCIACIÓN CARITAS MADRE DE DIOS,NGOs: Local,205593,UNHCR partner info
2024,El Salvador,SLV,"Gender-based violence survivors have adequate and timely access to specialized services, and communities are actively
engaged in prevention and risk mitigation activities.",UNHCR,ASOCIACIÓN CENTRO DE DESARROLLO COMUNITA,NGOs: National,201600,UNHCR partner info
2024,Argentina,ARG,"Host communities and systems enable the social and economic inclusion and participation of forcibly displaced and stateless
people.",UNHCR,Asociacion Civil Renacer,NGOs: National,5625,UNHCR partner info
2024,Spain,ESP,"Access to territory in Spain is guaranteed and asylum seekers are adequately registered, documented and hosted by
authorities",UNHCR,ASOCIACION COMISION CATOLICA ESPANOLA,NGOs: National,184721,UNHCR partner info
2024,Ecuador,ECU,"Inclusive community-based networks are strengthened to mitigate protection, security and environmental risks and facilitate
social cohesion",UNHCR,Asociacion Comunitaria Hilarte,NGOs: National,7500,UNHCR partner info
2024,Spain,ESP,"Forcibly displaced and stateless persons meaningfully engage and participate in protection decision-making processes and the
design and implementation of the programs that affect them",UNHCR,Asociacion Cultural Laboratorio de la Diversidad,NGOs: National,10730,UNHCR partner info
2024,Peru,PER,"An increasing number of forcibly displaced people are self-reliant, able to support their families, and actively engaged in social
participation within their communities, particularly in advancing gender equality.",UNHCR,ASOCIACION DE EMPRENDEDORES UNIDOS VENEZUELA PERU,NGOs: National,4006,UNHCR partner info
2024,Dominican Republic,DOM,"Public attitude and social perception towards forcibly displaced and stateless people is improved; Forcibly displaced people
have access to decent, formal employment or self-employment",UNHCR,Asociacion de Venezolanos en Santiago - AVES,NGOs: National,11478,UNHCR partner info
2024,El Salvador,SLV,Forcibly displaced people have access to decent/formal employment or self-employment and livelihoods opportunities.,UNHCR,ASOCIACION FE Y ALEGRIA,NGOs: National,113953,UNHCR partner info
2024,Honduras,HND,"Forcibly displaced people have clear and effective responses to protect their lives, safety, liberty and integrity and access to
humanitarian assistance.",UNHCR,Asociacion Hermanas Misioneras de San,NGO: International,100292,UNHCR partner info
2024,Guatemala,GTM,"Enhanced government capacities ensure access to territory and documentation, reduce risk of refoulement and facilitate
access to services.; Gender-based violence affecting people under UNHCR’s mandate is prevented and, when it occurs, receives
a comprehensive response in a timely, effective and safe manner.; People under UNHCR’s mandate are meaningful actors of
their own protection and solutions, creating conditions for equal enjoyment of rights through representation in management,
coordination and leadership structures.; People under UNHCR’s mandate have access to health services.",UNHCR,ASOCIACIÓN LA ALIANZA,NGOs: National,113168,UNHCR partner info
2024,Guatemala,GTM,"Enhanced government capacities ensure access to territory and documentation, reduce risk of refoulement and facilitate
access to services.; Gender-based violence affecting people under UNHCR’s mandate is prevented and, when it occurs, receives
a comprehensive response in a timely, effective and safe manner.; People under UNHCR’s mandate are meaningful actors of
their own protection and solutions, creating conditions for equal enjoyment of rights through representation in management,
coordination and leadership structures.; People under UNHCR’s mandate have access to adequate emergency shelter and safe
housing.; People under UNHCR’s mandate have access to health services.",UNHCR,Asociación Lambda,NGOs: National,210823,UNHCR partner info
2024,El Salvador,SLV,Forcibly displaced people access efficient and effective national services and humanitarian responses.,UNHCR,ASOCIACION MEDICOS DEL MUNDO,NGO: International,110000,UNHCR partner info
2024,Honduras,HND,"Victims and people at risk of gender violence (GV) access protection services, including safe spaces, and communities are
actively involved in prevention, risk mitigation and response to the differentiated impact of violence.; Forcibly displaced
people have clear and effective responses to protect their lives, safety, liberty and integrity and access to humanitarian
assistance.",UNHCR,Asociación Médicos del Mundo,NGO: International,402563,UNHCR partner info
2024,Peru,PER,"Forcibly displaced people have access to assistance and services that meet their basic needs, while addressing gaps in State
protection services",UNHCR,ASOCIACIÓN MISIONEROS DE SAN CARLOS SCAL,NGOs: National,145146,UNHCR partner info
2024,Peru,PER,"An increasing number of forcibly displaced people are self-reliant, able to support their families, and actively engaged in social
participation within their communities, particularly in advancing gender equality.",UNHCR,ASOCIACION PROTECCION POBLACION VULNERABLE APPV,NGOs: National,6648,UNHCR partner info
2024,Ecuador,ECU,"Unaccompanied, separated or at-risk children and adolescents have access to efficient protection responses",UNHCR,ASOCIACION SOLIDARIDAD Y ACCION A.S.A.,NGOs: National,112489,UNHCR partner info
2024,Costa Rica,CRI,"The asylum system is strengthened to ensure effective access to the refugee status determination process.; People UNHCR
serves have access to legal aid.",UNHCR,ASOCIACION UNIVERSIDAD LA SALLE,Other: National,199423,UNHCR partner info
2024,Honduras,HND,"Forcibly displaced people have access to the territory in conditions of dignified reception, fair and efficient refugee status
determination procedures and facilitated documentation.; Children and adolescents, displaced and at-risk of displacement,
have access to a child protection system and are safe in the place where they live, learn and play.; Forcibly displaced people
have clear and effective responses to protect their lives, safety, liberty and integrity and access to humanitarian assistance.",UNHCR,Asociacion Vision Mundial Honduras,NGO: International,184546,UNHCR partner info
2024,Romania,ROU,"Refugees are empowered to actively participate in decision making and throughout all the phases of the programme cycle
through support to consultative structures and feedback and complaint mechanisms.",UNHCR,"Asociatia ""Ucrainenilor Activi""",NGOs: National,11985,UNHCR partner info
2024,Romania,ROU,"Refugees are empowered to actively participate in decision making and throughout all the phases of the programme cycle
through support to consultative structures and feedback and complaint mechanisms.",UNHCR,Asociatia Centru de Vis,NGOs: National,10506,UNHCR partner info
2024,Romania,ROU,"Refugees are empowered to actively participate in decision making and throughout all the phases of the programme cycle
through support to consultative structures and feedback and complaint mechanisms.",UNHCR,Asociatia Comunitatea Ucrainenilor din Medias,NGOs: National,12189,UNHCR partner info
2024,Romania,ROU,"Refugees are empowered to actively participate in decision making and throughout all the phases of the programme cycle
through support to consultative structures and feedback and complaint mechanisms.",UNHCR,Asociatia Malva -Ukrainian Community Based Organization,NGOs: National,12084,UNHCR partner info
2024,Moldova,MDA,"Refugees have full access to quality gender-based violence services provided within the public system in complementarity with
other service providers, with risk mitigation mainstreamed across sectors",UNHCR,"Asociatia Obsteasca ""Biaz Gul""",NGOs: National,7802,UNHCR partner info
2024,Romania,ROU,"Refugees achieve social protection, inclusion / integration and solutions through self-reliance, livelihoods opportunities and
legal and policy frameworks.",UNHCR,Asociatia Proiect Voiajor,NGOs: National,261166,UNHCR partner info
2024,Moldova,MDA,"Refugees have full access to quality gender-based violence services provided within the public system in complementarity with
other service providers, with risk mitigation mainstreamed across sectors",UNHCR,"Asociatia Publica ""MEDIA CUB""",NGOs: National,7002,UNHCR partner info
2024,Romania,ROU,"Refugees are empowered to actively participate in decision making and throughout all the phases of the programme cycle
through support to consultative structures and feedback and complaint mechanisms.",UNHCR,ASOCIATIA PUTERE. UNITATE. SPERANTA,NGOs: National,8259,UNHCR partner info
2024,Romania,ROU,"Refugees are empowered to actively participate in decision making and throughout all the phases of the programme cycle
through support to consultative structures and feedback and complaint mechanisms.",UNHCR,Asociatia Sprijin pentru Comunitatea Ucraineana,NGOs: National,12389,UNHCR partner info
2024,Chad,TCD,"Child protection is strengthened through access to prevention and response services adapted to children's needs; By 2024,
children have access to education",UNHCR,Ass di Cooperazione Rurale in Africa e A,NGO: International,385344,UNHCR partner info
2024,Morocco,MAR,All refugees have access to health care services.,UNHCR,Ass. Marocaine Planification Familiale,NGOs: National,733366,UNHCR partner info
2024,Algeria,DZA,Persons of concern have increased access to settlement infrastructure and women at risk and UASC have access to safe shelter,UNHCR,ASS. NATIONALE D'INFORMTION ET COMMUNICA,NGOs: National,137482,UNHCR partner info
2024,Philippines,PHL,"By 2027, comprehensive protection services are institutionalized and accessed by refugees, asylum seekers and stateless, and
internally displaced persons to realize their basic rights",UNHCR,Assistance and Cooperation for Community,NGOs: National,76701,UNHCR partner info
2024,Global,Global,"Advance refugee education inclusion in national systems, and enable learning for all students, regardless of legal status,
gender or disability",UNHCR,Asso of Ethiopian Educated in Germany,NGOs: National,1120364,UNHCR partner info
2024,Chad,TCD,"The access to services of prevention and response to gender-based violence is guaranteed for forcibly displaced or stateless
persons; The judicial system does not allow for arrest or detention related to refugee status or illegal entry of an asylum-seeker; Strengthening community involvement and participation in the empowerment and peaceful cohabitation of
communities.",UNHCR,ASSO.POUR LA PROMO. DES LIBER.FOND.TCD,NGOs: National,163338,UNHCR partner info
2024,Chad,TCD,"Legal instruments relating to refugees and stateless persons promote the full enjoyment of their rights by the people
concerned; The access to services of prevention and response to gender-based violence is guaranteed for forcibly displaced or
stateless persons",UNHCR,ASSO.POUR LA PROMO. DES LIBER.FOND.TCD,NGOs: National,136269,UNHCR partner info
2024,Chad,TCD,"The access to services of prevention and response to gender-based violence is guaranteed for forcibly displaced or stateless
persons; The judicial system does not allow for arrest or detention related to refugee status or illegal entry of an asylum-seeker; Strengthening community involvement and participation in the empowerment and peaceful cohabitation of
communities.",UNHCR,ASSO.POUR LA PROMO. DES LIBER.FOND.TCD,NGOs: National,1899799,UNHCR partner info
2024,Chad,TCD,"The access to services of prevention and response to gender-based violence is guaranteed for forcibly displaced or stateless
persons; The judicial system does not allow for arrest or detention related to refugee status or illegal entry of an asylum-seeker; Strengthening community involvement and participation in the empowerment and peaceful cohabitation of
communities.",UNHCR,ASSO.POUR LA PROMO. DES LIBER.FOND.TCD,NGOs: National,381332,UNHCR partner info
2024,Algeria,DZA,"Persons at risk or GBV survivors have access to support to build resiliency and GBV risks are prevented and mitigated through
GBV mainstreaming and community empowerment and engagement.; Inclusion and retention of refugees and asylum-seekers
in the Algerian national education system is strengthened.",UNHCR,ASSOC. FEMMES ACTION ET DEVELOPP-AFAD,NGOs: National,183992,UNHCR partner info
2024,Algeria,DZA,"By 2024, enhanced learning environments and quality education will be available in the Sahrawi camps for primary,
intermediate, secondary, vocational training, university, and continuous learning and maintaining scholarships in the host
country and abroad.",UNHCR,ASSOC. FEMMES ACTION ET DEVELOPP-AFAD,NGOs: National,817426,UNHCR partner info
2024,Global,Global,"Advance refugee education inclusion in national systems, and enable learning for all students, regardless of legal status,
gender or disability",UNHCR,ASSOC. FEMMES ACTION ET DEVELOPP-AFAD,NGOs: National,388901,UNHCR partner info
2024,Brazil,BRA,"Forcibly displaced and stateless people have access to territory, registration, documentation and timely referral to protection
and humanitarian assistance, and refoulement is prevented.; Forcibly displaced and stateless people have access to status
determination through a strengthened asylum system in compliance with national legislation and international instruments.;
Forcibly displaced and stateless people and host community groups are actively engaged in developing community protection,
assistance and solutions, including in favour of peaceful coexistence.; Forcibly displaced and stateless people have access to
adequate and timely shelter assistance.; National and local policies and programmes facilitate socio-economic integration of
forcibly displaced and stateless people.",UNHCR,ASSOC. VOLUNTARIOS SERV. INTERN. AVSI BR,NGOs: National,2684095,UNHCR partner info
