year,destination_org,country,activity_description,amountUSD,destination_org_type,source_org,data_source
2022,The Bridge Network Organization,South Sudan,Unconditional resource transfers to support access,193486.07,NGOs: National,WFP,WFP FLA data
2022,Universal Intervention and developm,South Sudan,Nutrition treatment,333837.07,NGOs: National,WFP,WFP FLA data
2022,Universal Intervention and developm,South Sudan,Unconditional resource transfers to support access,24779.54,NGOs: National,WFP,WFP FLA data
2022,WELTHUNGERHILFE,South Sudan,Nutrition treatment,112412.47,NGOs: International,WFP,WFP FLA data
2022,WORLD RELIEF SOUTH SUDAN,South Sudan,Nutrition treatment,279401.42,NGOs: International,WFP,WFP FLA data
2022,LANKA JATHIKA SARVODAYA SHRAMADANA,Sri Lanka,Unconditional resource transfers to support access,515364.33,NGOs: National,WFP,WFP FLA data
2022,The Foundation for Health,Sri Lanka,School meal activities,30356.57,NGOs: National,WFP,WFP FLA data
2022,WORLD VISION LANKA,Sri Lanka,Unconditional resource transfers to support access,356630.9,NGOs: International,WFP,WFP FLA data
2022,Global Communities,State of Palestine,Institutional capacity strengthening activities,544299.55,NGOs: International,WFP,WFP FLA data
2022,Global Communities,State of Palestine,Unconditional resource transfers to support access,357504.93,NGOs: International,WFP,WFP FLA data
2022,Maan Development Center,State of Palestine,Unconditional resource transfers to support access,220000,NGOs: National,WFP,WFP FLA data
2022,OXFAM SOLIDARITE,State of Palestine,Unconditional resource transfers to support access,69446,NGOs: International,WFP,WFP FLA data
2022,The Applied Research Institute Jeru,State of Palestine,Institutional capacity strengthening activities,565938.16,NGOs: National,WFP,WFP FLA data
2022,ACTION AGAINST HUNGER FOUNDATION,Sudan,Malnutrition prevention activities,163776.35,NGOs: International,WFP,WFP FLA data
2022,ADDITION FOR DISASTERS ASSISTANCE A,Sudan,Institutional capacity strengthening activities,211855.01,NGOs: National,WFP,WFP FLA data
2022,ADDITION FOR DISASTERS ASSISTANCE,Sudan,School meal activities,90897,NGOs: National,WFP,WFP FLA data
2022,ADDITION FOR DISASTERS ASSISTANCE A,Sudan,Malnutrition prevention activities,82171.62,NGOs: National,WFP,WFP FLA data
2022,ADDITION FOR DISASTERS ASSISTANCE A,Sudan,Unconditional resource transfers to support access,51828.08,NGOs: National,WFP,WFP FLA data
2022,ALIGHT,Sudan,Malnutrition prevention activities,339284.58,NGOs: International,WFP,WFP FLA data
2022,BETAY DEVELOPMENT ORGANIZATION,Sudan,Institutional capacity strengthening activities,171243.08,NGOs: Local,WFP,WFP FLA data
2022,Building Resilience Development Org,Sudan,Institutional capacity strengthening activities,229123.11,NGOs: National,WFP,WFP FLA data
2022,Building Resilience Development Org,Sudan,Unconditional resource,126140.09,NGOs: National,WFP,WFP FLA data
2022,CATHOLIC RELIEF SERVICES (CRS),Sudan,Institutional capacity strengthening activities,257878.56,NGOs: International,WFP,WFP FLA data
2022,CATHOLIC RELIEF SERVICES (CRS),Sudan,Malnutrition prevention activities,205291.4,NGOs: International,WFP,WFP FLA data
2022,CONCERN WORLDWIDE,Sudan,Malnutrition prevention activities,564445.33,NGOs: International,WFP,WFP FLA data
2022,COOPI COOPERAZIONE,Sudan,Unconditional resource,558753.19,NGOs: International,WFP,WFP FLA data
2022,DAN Church Aid,Sudan,School meal activities,148578.55,NGOs: International,WFP,WFP FLA data
2022,DARFUR DEVELOPMENT AND,Sudan,Unconditional resource,351678.32,NGOs: National,WFP,WFP FLA data
2022,DARFUR ORGANIZATION FOR PEACE AND D,Sudan,Institutional capacity strengthening activities,172185.34,NGOs: National,WFP,WFP FLA data
2022,Global Aid Hand,Sudan,School meal activities,314370.6,NGOs: International,WFP,WFP FLA data
2022,INTERNATIONAL MEDICAL CORPS,Sudan,Malnutrition prevention activities,270449.6,NGOs: International,WFP,WFP FLA data
2022,ISLAMIC RELIEF WORLDWIDE,Sudan,Malnutrition prevention activities,379845.2,NGOs: International,WFP,WFP FLA data
2022,ISLAMIC RELIEF WORLDWIDE,Sudan,Unconditional resource transfers to support access,377981.9,NGOs: International,WFP,WFP FLA data
2022,ISLAMIC RELIEF WORLDWIDE,Sudan,School meal activities,187332,NGOs: International,WFP,WFP FLA data
2022,MUSLIM WORLD LEAGUE SUDAN,Sudan,Unconditional resource transfers to support access,65444.35,NGOs: International,WFP,WFP FLA data
2022,National Christian Development Orga,Sudan,School meal activities,57793.14,NGOs: National,WFP,WFP FLA data
2022,National Initiative for Development,Sudan,Malnutrition prevention activities,270147.31,NGOs: National,WFP,WFP FLA data
2022,NORWEGIAN CHURCH AID -,Sudan,Unconditional resource,129677,NGOs: International,WFP,WFP FLA data
2022,NORWEGIAN CHURCH AID - KHARTOUM,Sudan,Malnutrition prevention activities,63814.93,NGOs: International,WFP,WFP FLA data
2022,PLAN INTERNATIONAL SUDAN,Sudan,Malnutrition prevention activities,212580.5,NGOs: International,WFP,WFP FLA data
2022,PLAN INTERNATIONAL SUDAN,Sudan,Institutional capacity,180475.83,NGOs: International,WFP,WFP FLA data
2022,PLAN INTERNATIONAL SUDAN,Sudan,Unconditional resource transfers to support access,113036.2,NGOs: International,WFP,WFP FLA data
2022,Rasail Organization for Peace and D,Sudan,Malnutrition prevention activities,48196.47,Unknown,WFP,WFP FLA data
2022,Relief International,Sudan,Malnutrition prevention,589652.59,NGOs: International,WFP,WFP FLA data
2022,Relief International,Sudan,Unconditional resource transfers to support access,38047.49,NGOs: International,WFP,WFP FLA data
2022,SAEKER VOLUNTARY ORGANIZATION S V O,Sudan,Unconditional resource transfers to support access,191450.7,NGOs: Local,WFP,WFP FLA data
2022,SAEKER VOLUNTARY ORGANIZATION S,Sudan,School meal activities,56119.36,NGOs: Local,WFP,WFP FLA data
2022,SAHARI ORGANIZATION FOR DEVELOPMENT,Sudan,Unconditional resource transfers to support access,281718.92,NGOs: National,WFP,WFP FLA data
2022,SAHARI ORGANIZATION FOR DEVELOPMENT,Sudan,Malnutrition prevention activities,210616.73,NGOs: National,WFP,WFP FLA data
2022,SAMARITAN'S PURSE,Sudan,School meal activities,770325.69,NGOs: International,WFP,WFP FLA data
2022,SAMARITAN'S PURSE,Sudan,Institutional capacity,67619.9,NGOs: International,WFP,WFP FLA data
2022,SAVE THE CHILDREN INTERNATIONAL,Sudan,School meal activities,370499.52,NGOs: International,WFP,WFP FLA data
2022,Sawa Sudan for Development and Huma,Sudan,Malnutrition prevention activities,115811.21,NGOs: National,WFP,WFP FLA data
2022,Sudanese Hilef  for Peace and Devel,Sudan,Malnutrition prevention activities,47424.63,NGOs: National,WFP,WFP FLA data
2022,SUDANESE ORGANIZATION FOR RESEARCH,Sudan,Unconditional resource transfers to support access,576692.07,NGOs: National,WFP,WFP FLA data
2022,SUDANESE RED CRESCENT,Sudan,Institutional capacity,79326.94,Red Cross: National,WFP,WFP FLA data
2022,SUDANESE RED CRESCENT SOCIETYSRCSRC,Sudan,Malnutrition prevention activities,35086.34,Red Cross: National,WFP,WFP FLA data
2022,SUDANESE RED CRESCENT,Sudan,School meal activities,27426.17,Red Cross: National,WFP,WFP FLA data
2022,TURST REHABILITATION AND DEVELOPMEN,Sudan,Unconditional resource transfers to support access,700318.03,NGOs: National,WFP,WFP FLA data
2022,VETERINAIRES SANS FRONTIERES,Sudan,Unconditional resource,334634.42,NGOs: International,WFP,WFP FLA data
2022,VETERINAIRES SANS FRONTIERES GERMAN,Sudan,Institutional capacity strengthening activities,211100.91,NGOs: International,WFP,WFP FLA data
2022,WAAD ORGANIZATION FOR DEVELOPMENT,Sudan,Malnutrition prevention activities,31145.56,NGOs: National,WFP,WFP FLA data
2022,WAR CHILD CANADA (WCC),Sudan,Unconditional resource transfers to support access to food,483836.1,NGOs: International,WFP,WFP FLA data
2022,WELTHUNGERHILFE (HHW),Sudan,Malnutrition prevention activities,496564.9,NGOs: International,WFP,WFP FLA data
2022,WORLD RELIEF,Sudan,School meal activities,322449.23,NGOs: International,WFP,WFP FLA data
2022,WORLD RELIEF,Sudan,Malnutrition prevention activities,278870.87,NGOs: International,WFP,WFP FLA data
2022,WORLD VISION SUDAN,Sudan,Malnutrition prevention activities,384836.98,NGOs: International,WFP,WFP FLA data
2022,WORLD VISION SUDAN,Sudan,School meal activities,76663.12,NGOs: International,WFP,WFP FLA data
2022,ZOA,Sudan,Malnutrition prevention activities,212957.82,NGOs: International,WFP,WFP FLA data
2022,AL TAALOF ASSOCIATION,Syrian Arab Republic,School meal activities,82755.35,NGOs: National,WFP,WFP FLA data
2022,AL BIRR AND SOCIAL SERVICES,Syrian Arab Republic,School meal activities,31106.61,NGOs: National,WFP,WFP FLA data
2022,Al Birr and Social Services Associa,Syrian Arab Republic,School meal activities,46347.26,NGOs: National,WFP,WFP FLA data
2022,Al Mabarrat Charity Society for Gol,Syrian Arab Republic,School meal activities,42629.54,Unknown,WFP,WFP FLA data
2022,ALTAMAYOZ PROJECT FOR ORPHAN,Syrian Arab Republic,School meal activities,422812.84,NGOs: National,WFP,WFP FLA data
2022,Arabian Woman Association,Syrian Arab Republic,School meal activities,33333.34,Other: International,WFP,WFP FLA data
2022,CHARITY ASSOCIATION FOR SOCIAL,Syrian Arab Republic,School meal activities,35416.79,Unknown,WFP,WFP FLA data
2022,IN'ASH AL FAQEER CHARITY IN AL TAL,Syrian Arab Republic,School meal activities,26710.6,NGOs: Local,WFP,WFP FLA data
2022,INDEPENDENT DOCTORS,Syrian Arab Republic,Nutrition treatment,29190.01,NGOs: National,WFP,WFP FLA data
2022,JAMEYAT AL IHSAN ALEPPO,Syrian Arab Republic,School meal activities,83201.45,NGOs: Local,WFP,WFP FLA data
2022,Kareem Charity Homs,Syrian Arab Republic,School meal activities,41493.06,NGOs: National,WFP,WFP FLA data
2022,Mobadrah-ahl-alsham in damascus,Syrian Arab Republic,School meal activities,172415.77,NGOs: Local,WFP,WFP FLA data
2022,NAMAA ASSOCIATION FOR,Syrian Arab Republic,School meal activities,808209.31,NGOs: National,WFP,WFP FLA data
2022,ORTHODOX ASSOCIATION FOR,Syrian Arab Republic,School meal activities,33643.89,NGOs: National,WFP,WFP FLA data
2022,PEOPLE OF MERCY,Syrian Arab Republic,School meal activities,36875.74,NGOs: Local,WFP,WFP FLA data
2022,SHAFAK ORGANIZATION,Syrian Arab Republic,Nutrition treatment,93116.48,NGOs: National,WFP,WFP FLA data
2022,St. Ephrem Patriarchal DevelopmentC,Syrian Arab Republic,School meal activities,60481.52,NGOs: Local,WFP,WFP FLA data
2022,St. Ephrem Patriarchal DevelopmentC,Syrian Arab Republic,Nutrition treatment,26800.8,NGOs: Local,WFP,WFP FLA data
2022,Syrian Arab Red Crescent Organizati,Syrian Arab Republic,School meal activities,299999.7,Red Cross: National,WFP,WFP FLA data
2022,Syrian Society for Social Developme,Syrian Arab Republic,School meal activities,20319.01,NGOs: National,WFP,WFP FLA data
2022,SYRIAN YOUTH COUNCIL,Syrian Arab Republic,School meal activities,34079.52,NGOs: National,WFP,WFP FLA data
2022,ULUSLAR ARASI SOOSYAL INSANI,Syrian Arab Republic,Nutrition treatment,35399.33,NGOs: National,WFP,WFP FLA data
2022,AL TAALOF ASSOCIATION,Syrian Arab Republic,Unconditional resource transfers to support access to food,493740.58,NGOs: National,WFP,WFP FLA data
2022,AL TAALOF ASSOCIATION,Syrian Arab Republic,Malnutrition prevention activities,84273.2,NGOs: National,WFP,WFP FLA data
2022,AGA KHAN FOUNDATION (SYRIA),Syrian Arab Republic,Unconditional resource transfers to support access to food,127266.81,NGOs: International,WFP,WFP FLA data
2022,AGA KHAN FOUNDATION (SYRIA),Syrian Arab Republic,Malnutrition prevention activities,42033.31,NGOs: International,WFP,WFP FLA data
2022,AL BIR WA AL EHSAN ASSOCOATION IN R,Syrian Arab Republic,Unconditional resource transfers to support access,47148.59,NGOs: National,WFP,WFP FLA data
2022,AL BIRR AND SOCIAL SERVICES ASSOCIA,Syrian Arab Republic,Unconditional resource transfers to support access,55587.96,NGOs: National,WFP,WFP FLA data
2022,Al Birr and Social Services Associa,Syrian Arab Republic,Unconditional resource transfers to support access to food,169711.25,NGOs: National,WFP,WFP FLA data
2022,Al Birr and Social Services Associa,Syrian Arab Republic,Malnutrition prevention activities,55138.71,NGOs: National,WFP,WFP FLA data
2022,Al Ihsan Charity  Association,Syrian Arab Republic,Unconditional resource transfers to support access,79801.37,NGOs: National,WFP,WFP FLA data
2022,Al Ikhaa Syrian Family Society,Syrian Arab Republic,Unconditional resource transfers to support access,150304.31,NGOs: National,WFP,WFP FLA data
2022,Al Ikhaa Syrian Family Society,Syrian Arab Republic,Malnutrition prevention activities,51070.75,NGOs: National,WFP,WFP FLA data
2022,Al Mabarrat Charity Society for Gol,Syrian Arab Republic,Unconditional resource transfers to support access to food,104675.38,Unknown,WFP,WFP FLA data
2022,Al Mabarrat Charity Society for Gol,Syrian Arab Republic,Malnutrition prevention activities,44898.72,Unknown,WFP,WFP FLA data
2022,ALHADE CHARITABLE ASSOCIATION IN HO,Syrian Arab Republic,Malnutrition prevention activities,29274.5,Unknown,WFP,WFP FLA data
2022,AlMawada Alkhayria in Hassakeh,Syrian Arab Republic,Unconditional resource transfers to support access to food,309808.42,NGOs: National,WFP,WFP FLA data
2022,AlMawada Alkhayria in Hassakeh,Syrian Arab Republic,Malnutrition prevention activities,52452.58,NGOs: National,WFP,WFP FLA data
2022,ALTAMAYOZ PROJECT FOR ORPHAN,Syrian Arab Republic,Unconditional resource transfers to support access,129718.85,NGOs: National,WFP,WFP FLA data
2022,ALTAMAYOZ PROJECT FOR ORPHAN,Syrian Arab Republic,Malnutrition prevention activities,33474.16,NGOs: National,WFP,WFP FLA data
2022,ATAA INSANI YARDIMLASMA DERNEGI,Syrian Arab Republic,Malnutrition prevention activities,36691.42,NGOs: National,WFP,WFP FLA data
2022,CHARITY ASSOCIATION FOR SOCIAL CARE,Syrian Arab Republic,Unconditional resource transfers to support access to food,450215.25,NGOs: National,WFP,WFP FLA data
2022,CHARITY ASSOCIATION FOR SOCIAL CARE,Syrian Arab Republic,Malnutrition prevention activities,61165.77,NGOs: National,WFP,WFP FLA data
2022,COOPERATIVE HOUSING FOUNDATION,Syrian Arab Republic,Unconditional resource transfers to support access to food,497135.42,NGOs: International,WFP,WFP FLA data
2022,GREEK ORTHODOXE PATRIARCHATE,Syrian Arab Republic,Unconditional resource transfers to support access,521539.89,Other: International,WFP,WFP FLA data
2022,GREEK ORTHODOXE PATRIARCHATE,Syrian Arab Republic,Malnutrition prevention activities,61170.6,Other: International,WFP,WFP FLA data
2022,IN'ASH AL FAQEER CHARITY IN AL TAL,Syrian Arab Republic,Unconditional resource transfers to support access,73286.3,NGOs: Local,WFP,WFP FLA data
2022,IN'ASH AL FAQEER CHARITY IN AL TAL,Syrian Arab Republic,Malnutrition prevention activities,23666.07,NGOs: Local,WFP,WFP FLA data
2022,ISLAMIC CHARITY,Syrian Arab Republic,Unconditional resource transfers to support access,42223.44,NGOs: National,WFP,WFP FLA data
2022,IYILIK MELTEMI DERNEGI,Syrian Arab Republic,Malnutrition prevention activities,41183.18,NGOs: National,WFP,WFP FLA data
2022,JAMEA RAFE ALMOSTAWA ALSEHE WA ALEG,Syrian Arab Republic,Malnutrition prevention activities,57532.12,Unknown,WFP,WFP FLA data
2022,JAMEIAT HEFZ AL NEMAA AL KHIRIA,Syrian Arab Republic,Unconditional resource transfers to support access,155605.47,Unknown,WFP,WFP FLA data
2022,JAMEYAT AL IHSAN ALEPPO,Syrian Arab Republic,Unconditional resource transfers to support access,446635.67,NGOs: Local,WFP,WFP FLA data
2022,JAMEYAT AL IHSAN ALEPPO,Syrian Arab Republic,Malnutrition prevention activities,84084.84,NGOs: Local,WFP,WFP FLA data
2022,Kareem Charity Homs,Syrian Arab Republic,Unconditional resource transfers to support access,102103.65,NGOs: National,WFP,WFP FLA data
2022,Kareem Charity Homs,Syrian Arab Republic,Malnutrition prevention activities,36371.1,NGOs: National,WFP,WFP FLA data
2022,MAR MANSOUR CHARITY ASSOCIATION,Syrian Arab Republic,Unconditional resource transfers to support access to food,244931.58,NGOs: National,WFP,WFP FLA data
2022,MAR MANSOUR CHARITY ASSOCIATION,Syrian Arab Republic,Malnutrition prevention activities,44948.82,NGOs: National,WFP,WFP FLA data
2022,MASYAF CHARITY,Syrian Arab Republic,Unconditional resource transfers to support access,132951.48,NGOs: National,WFP,WFP FLA data
2022,MASYAF CHARITY,Syrian Arab Republic,Malnutrition prevention activities,43777.1,NGOs: National,WFP,WFP FLA data
2022,Mobadrah-ahl-alsham in damascus,Syrian Arab Republic,Unconditional resource transfers to support access,424330.36,NGOs: Local,WFP,WFP FLA data
2022,Mobadrah-ahl-alsham in damascus,Syrian Arab Republic,Malnutrition prevention activities,186036.04,NGOs: Local,WFP,WFP FLA data
2022,MOSAIC FOR HUMAN RELIEF AND DEVELOP,Syrian Arab Republic,Malnutrition prevention activities,27192.74,NGOs: National,WFP,WFP FLA data
2022,ONG RESCATE Internacional,Syrian Arab Republic,Unconditional resource transfers to support access to food,321973.71,NGOs: International,WFP,WFP FLA data
2022,SHAFAK ORGANIZATION,Syrian Arab Republic,Malnutrition prevention activities,26041.25,NGOs: National,WFP,WFP FLA data
2022,SMART WOMAN,Syrian Arab Republic,Malnutrition prevention activities,26997.29,Unknown,WFP,WFP FLA data
2022,St. Ephrem Patriarchal DevelopmentC,Syrian Arab Republic,Malnutrition prevention activities,60082.02,NGOs: Local,WFP,WFP FLA data
2022,SYRIA AL YAMAMA CHARITY ASSOCIATION,Syrian Arab Republic,Unconditional resource transfers to support access,150866.98,NGOs: National,WFP,WFP FLA data
2022,Syrian Arab Red Crescent Organizati,Syrian Arab Republic,Malnutrition prevention activities,101219.43,Red Cross: National,WFP,WFP FLA data
2022,Syrian Society for Social Developme,Syrian Arab Republic,Malnutrition prevention activities,47629.07,NGOs: National,WFP,WFP FLA data
2022,Takaful Al Sham Charity Organizatio,Syrian Arab Republic,Unconditional resource transfers to support access,789459.61,NGOs: National,WFP,WFP FLA data
2022,BINAA FOR DEVELOPMENET ORGANIZATION,Syrian Arab Republic,Nutrition treatment activities,21474.96,NGOs: National,WFP,WFP FLA data
2022,JAMEA RAFE ALMOSTAWA ALSEHE WA ALEG,Syrian Arab Republic,School meal activities,40500.55,Unknown,WFP,WFP FLA data
2022,SOCIAL AND INDUSTRIAL,Tajikistan,School meal activities,412193,NGOs: International,WFP,WFP FLA data
2022,HELEN KELLER INTERNATIONAL,Thailand,,90000,NGOs: International,WFP,WFP FLA data
2022,Global Child Nutrition Foundation,Togo,Unconditional resource transfers to support access to food,28396,NGOs: International,WFP,WFP FLA data
2022,UNION TUNISIENNE DE SOLIDARITE SOCI,Tunisia,Institutional capacity strengthening activities,123276.26,NGOs: National,WFP,WFP FLA data
2022,AVSI FOUNDATION,Uganda,Unconditional resource transfers to support access,69639.93,NGOs: International,WFP,WFP FLA data
2022,CESVI,Uganda,Unconditional resource transfers to support access,773476.91,NGOs: International,WFP,WFP FLA data
2022,FH ASSOCIATION,Uganda,Unconditional resource transfers to support access to food,378299.69,NGOs: International,WFP,WFP FLA data
2022,FINNISH REFUGEE COUNCIL (FRC),Uganda,Unconditional resource transfers to support access to food,733568.9,NGOs: International,WFP,WFP FLA data
2022,INSTITUTE OF DEVELOPMENT STUDIES,Uganda,,50000,Other: International,WFP,WFP FLA data
2022,Lutheran World Federation (LWF),Uganda,Unconditional resource transfers to support access to food,588945.93,NGOs: International,WFP,WFP FLA data
2022,Medical Teams International,Uganda,Unconditional resource transfers to support access to food,748918.06,NGOs: International,WFP,WFP FLA data
2022,THE UGANDA PARLIAMENTARY FORUM ON S,Uganda,Institutional capacity strengthening activities,102454.14,Other: National,WFP,WFP FLA data
2022,"ACTED Association of Paris, Subsidi",Ukraine,Unconditional resource transfers to support access to food,221756.62,NGOs: International,WFP,WFP FLA data
2022,AICM UKRAINE INTERNATIONAL HUMANITA,Ukraine,Unconditional resource transfers to support access to food,113202.24,NGOs: National,WFP,WFP FLA data
2022,All Ukrainian Union of Churches ofE,Ukraine,Unconditional resource transfers to support access to food,231615.08,Other: National,WFP,WFP FLA data
2022,AVSI Foundation,Ukraine,Unconditional resource transfers to support access to food,286572.56,NGOs: International,WFP,WFP FLA data
2022,Caritas Ukraine International Chari,Ukraine,Unconditional resource transfers to support access to food,37168.92,NGOs: National,WFP,WFP FLA data
2022,Comunità di S.Egidio ACAP onlus,Ukraine,Unconditional resource transfers to support access to food,29335.55,NGOs: International,WFP,WFP FLA data
2022,Czech Organization People in Need R,Ukraine,Unconditional resource transfers to support access to food,52800,NGOs: International,WFP,WFP FLA data
2022,Estonian Refugee Council,Ukraine,Unconditional resource transfers to support access to food,57557.28,NGOs: International,WFP,WFP FLA data
2022,Helvetas Swiss Intercooperation Zur,Ukraine,Unconditional resource transfers to support access to food,100952.36,NGOs: International,WFP,WFP FLA data
2022,Kyiv Economics Institute The Intern,Ukraine,Unconditional resource transfers to support access to food,27000,Other: National,WFP,WFP FLA data
2022,PEOPLE IN NEED UKRAINE,Ukraine,Unconditional resource transfers to support access to food,40159.56,NGOs: International,WFP,WFP FLA data
2022,Polish Humanitarian Action,Ukraine,Unconditional resource transfers to support access to food,245328.92,NGOs: International,WFP,WFP FLA data
2022,Public Association Community Plus,Ukraine,Unconditional resource transfers to support access to food,113562.17,Unknown,WFP,WFP FLA data
2022,Public Association Moldova branch o,Ukraine,Unconditional resource transfers to support access to food,95853.21,Unknown,WFP,WFP FLA data
2022,Solidarites International Paris Suc,Ukraine,Unconditional resource transfers to support access to food,35731,NGOs: International,WFP,WFP FLA data
2022,UKRAINIAN RED CROSS SOCIETY,Ukraine,Unconditional resource transfers to support access to food,81037.98,Red Cross: National,WFP,WFP FLA data
2022,The Fleet  Forum  Association,United Arab Emirates,,25000,NGOs: International,WFP,WFP FLA data
2022,Agricultural Non-State Actors Forum,United Republic of Tanzania,,88684.34,Other: National,WFP,WFP FLA data
2022,NAFAKA KILIMO,United Republic of Tanzania,Service provision and platforms activities,109874.34,NGOs: National,WFP,WFP FLA data
2022,A.C. SERVICIOS Y PROYECTOS,Venezuela,School meal activities,266002.99,NGOs: National,WFP,WFP FLA data
2022,ALIANZA INTERNACIONAL CIELOS,Venezuela,School meal activities,159017.13,NGOs: National,WFP,WFP FLA data
2022,Asociacion Civil Tinta Violeta,Venezuela,School meal activities,242321.99,NGOs: National,WFP,WFP FLA data
2022,Asociacion Civil Vida y Luz,Venezuela,School meal activities,261230.55,NGOs: National,WFP,WFP FLA data
2022,CENTRO DE FORMACION POPULAR RENACIE,Venezuela,School meal activities,809463.62,NGOs: National,WFP,WFP FLA data
2022,Fundacion Techo,Venezuela,School meal activities,419454.71,NGOs: International,WFP,WFP FLA data
2022,The Foundation for the Refugee Educ,Venezuela,School meal activities,674985.96,NGOs: International,WFP,WFP FLA data
2022,World Vision International,Venezuela,School meal activities,635161.21,NGOs: International,WFP,WFP FLA data
2022,Abs Development Organization for Wo,Yemen,Nutrition treatment,665020.26,NGOs: National,WFP,WFP FLA data
2022,ADVENTIST DEVELOPMENT AND,Yemen,Nutrition treatment,624844.38,NGOs: International,WFP,WFP FLA data
2022,ADVENTIST DEVELOPMENT AND RELIEF AG,Yemen,Malnutrition prevention activities,313828.61,NGOs: International,WFP,WFP FLA data
2022,BUILDING FOUNDATION FOR DEVELOPMENT,Yemen,Unconditional resource transfers to support access,757302.21,NGOs: National,WFP,WFP FLA data
2022,BUILDING FOUNDATION FOR,Yemen,Malnutrition prevention,23618.53,NGOs: National,WFP,WFP FLA data
2022,FIELD MEDICAL FOUNDATION,Yemen,Malnutrition prevention activities,244242.93,NGOs: National,WFP,WFP FLA data
2022,HUMAN ACCESS FOR PARTNERSHIP AND DE,Yemen,Malnutrition prevention activities,219589.64,NGOs: National,WFP,WFP FLA data
2022,HUMANITARIAN AID AND DEVELOPMENT,Yemen,Unconditional resource transfers to support access,170043.98,NGOs: National,WFP,WFP FLA data
2022,Islamic Relief Yemen,Yemen,Nutrition treatment,725959.59,NGOs: International,WFP,WFP FLA data
2022,Islamic Relief Yemen,Yemen,Malnutrition prevention activities,237255.12,NGOs: International,WFP,WFP FLA data
2022,Norwegian Refugee Council,Yemen,Unconditional resource transfers to support access,40000,NGOs: International,WFP,WFP FLA data
2022,RELIEF AND DEVELOPMENT PEER FOUNDAT,Yemen,Unconditional resource transfers to support access,606783.71,NGOs: National,WFP,WFP FLA data
2022,SAVE THE CHILDREN INTERNATIONAL,Yemen,Unconditional resource transfers to support access,489931.23,NGOs: International,WFP,WFP FLA data
2022,SAVE THE CHILDREN INTERNATIONAL,Yemen,Malnutrition prevention activities,262803.83,NGOs: International,WFP,WFP FLA data
2022,Yemeni Food Bank Foundation,Yemen,School meal activities,196363.48,NGOs: National,WFP,WFP FLA data
2022,Youth Leadership Development Founda,Yemen,Unconditional resource transfers to support access,35054.94,NGOs: National,WFP,WFP FLA data
2022,Danish Refugee Council,Yemen,,352205.52,NGOs: International,WFP,WFP FLA data
2022,ACTION AFRICA HELP ZAMBIA,Zambia,Unconditional resource transfers to support access,124801.34,NGOs: International,WFP,WFP FLA data
2022,Adventist Develompent And Relief Ag,Zambia,Climate adaptation and risk management activities,225856.79,NGOs: International,WFP,WFP FLA data
2022,CARE International in Zambia,Zambia,Climate adaptation and risk management activities,367976.96,NGOs: International,WFP,WFP FLA data
2022,CARE International in Zambia,Zambia,Malnutrition prevention activities,155248.65,NGOs: International,WFP,WFP FLA data
2022,CARITAS CZECH REPUBLIC,Zambia,Malnutrition prevention activities,157014.88,NGOs: International,WFP,WFP FLA data
2022,CARITAS CZECH REPUBLIC,Zambia,Climate adaptation and risk management activities,141439.95,NGOs: International,WFP,WFP FLA data
2022,CONSERVATION FARMING UNIT,Zambia,,134847.13,NGOs: National,WFP,WFP FLA data
2022,DEVELOPMENT AID FROM PEOPLE TO PEOP,Zambia,Climate adaptation and risk management activities,651243.48,NGOs: International,WFP,WFP FLA data
2022,DEVELOPMENT AID FROM PEOPLE,Zambia,Malnutrition prevention,57680.48,NGOs: National,WFP,WFP FLA data
2022,INTERNATIONAL DEVELOPMENT ENTERPRIS,Zambia,Climate adaptation and risk management activities,473861.33,NGOs: International,WFP,WFP FLA data
2022,INTERNATIONAL DEVELOPMENT ENTERPRIS,Zambia,Malnutrition prevention activities,406056.65,NGOs: International,WFP,WFP FLA data
2022,SELF HELP AFRICA,Zambia,Climate adaptation and risk management activities,504993.96,NGOs: International,WFP,WFP FLA data
2022,SELF HELP AFRICA,Zambia,Institutional capacity strengthening activities,156457.83,NGOs: International,WFP,WFP FLA data
2022,SELF HELP AFRICA,Zambia,Malnutrition prevention activities,68902.14,NGOs: International,WFP,WFP FLA data
2022,ACTIONAID INTERNATIONAL ZIMBABWE,Zimbabwe,Unconditional resource transfers to support access,175022.02,NGOs: International,WFP,WFP FLA data
2022,ADRA ZIMBABWE,Zimbabwe,Unconditional resource transfers to support access to food,434378.13,NGOs: International,WFP,WFP FLA data
2022,AFRICAN REGIONAL INTELLECTUAL,Zimbabwe,,28117.83,Multilateral: Other,WFP,WFP FLA data
2022,AFRICAN REGIONAL INTELLECTUAL PROPE,Zimbabwe,Unconditional resource transfers to support access,28035.67,Multilateral: Other,WFP,WFP FLA data
2022,AQUACULTURE ZIMBABWE,Zimbabwe,Unconditional resource transfers to support access to food,173073.36,NGOs: National,WFP,WFP FLA data
2022,CARE INTERNATIONAL ZIMBABWE,Zimbabwe,Unconditional resource transfers to support access,79572.82,NGOs: International,WFP,WFP FLA data
2022,CARITAS ZIMBABWE,Zimbabwe,Unconditional resource transfers to support access to food,242083.5,NGOs: National,WFP,WFP FLA data
2022,Deutsche Welthungerhilife (DWHH),Zimbabwe,Climate adaptation and risk management activities,30258.74,NGOs: International,WFP,WFP FLA data
