year,destination_org,country,activity_description,amountUSD,destination_org_type,source_org,data_source
2023,ONG RESCATE Internacional,Syrian Arab Republic,Unconditional resource transfers to support access to food,140127.7,NGOs: International,WFP,WFP FLA data
2023,ORTHODOX ASSOCIATION FOR HELPING TH,Syrian Arab Republic,School meal activities,28584.69,NGOs: National,WFP,WFP FLA data
2023,PEOPLE OF MERCY,Syrian Arab Republic,School meal activities,31083.04,NGOs: Local,WFP,WFP FLA data
2023,PEOPLE OF MERCY,Syrian Arab Republic,Malnutrition prevention activities,23889.32,NGOs: Local,WFP,WFP FLA data
2023,SHAFAK ORGANIZATION,Syrian Arab Republic,Nutrition treatment activities,151633.21,NGOs: National,WFP,WFP FLA data
2023,SHAFAK ORGANIZATION,Syrian Arab Republic,Malnutrition prevention activities,39157.67,NGOs: National,WFP,WFP FLA data
2023,SMART WOMAN,Syrian Arab Republic,Malnutrition prevention activities,22378.59,Unknown,WFP,WFP FLA data
2023,St. Ephrem Patriarchal DevelopmentC,Syrian Arab Republic,School meal activities,44800.4,NGOs: Local,WFP,WFP FLA data
2023,St. Ephrem Patriarchal DevelopmentC,Syrian Arab Republic,Nutrition treatment activities,27461.93,NGOs: Local,WFP,WFP FLA data
2023,St. Ephrem Patriarchal DevelopmentC,Syrian Arab Republic,Malnutrition prevention activities,33513.54,NGOs: Local,WFP,WFP FLA data
2023,SYRIA AL YAMAMA CHARITY ASSOCIATION,Syrian Arab Republic,Unconditional resource transfers to support access to food,70807.2,NGOs: National,WFP,WFP FLA data
2023,Syrian Arab Red Crescent Organizati,Syrian Arab Republic,Malnutrition prevention activities,47909.93,Red Cross: National,WFP,WFP FLA data
2023,SYRIAN FAMILY PLANNING ASSOCIATION,Syrian Arab Republic,Nutrition treatment activities,60649.8,NGOs: National,WFP,WFP FLA data
2023,Syrian Society for Social Developme,Syrian Arab Republic,School meal activities,22626.11,NGOs: National,WFP,WFP FLA data
2023,Syrian Society for Social Developme,Syrian Arab Republic,Malnutrition prevention activities,61833.62,NGOs: National,WFP,WFP FLA data
2023,Takaful Al Sham Charity Organizatio,Syrian Arab Republic,Unconditional resource transfers to support access to food,407579.08,NGOs: National,WFP,WFP FLA data
2023,ULUSLAR ARASI SOOSYAL INSANI YARDIM,Syrian Arab Republic,Nutrition treatment activities,37650.2,NGOs: National,WFP,WFP FLA data
2023,Uluslararasi Insani Yardimlasma Der,Syrian Arab Republic,Malnutrition prevention activities,152578.82,NGOs: National,WFP,WFP FLA data
2023,RED CRESCENT SOCIETY OFTAJIKISTAN,Tajikistan,Unconditional resource transfer,241356.09,Red Cross: National,WFP,WFP FLA data
2023,ADVENTIST DEVELOPMENT AND RELIEF AG,Uganda,Unconditional resource transfers to support access to food,621270.29,NGOs: International,WFP,WFP FLA data
2023,CESVI,Uganda,Unconditional resource transfers to support access to food,644045.79,NGOs: International,WFP,WFP FLA data
2023,FH ASSOCIATION,Uganda,Unconditional resource transfers to support access to food,384413.71,NGOs: International,WFP,WFP FLA data
2023,FINNISH REFUGEE COUNCIL (FRC),Uganda,Unconditional resource transfers to support access to food,251170.89,NGOs: International,WFP,WFP FLA data
2023,Lutheran World Federation (LWF),Uganda,Unconditional resource transfers to support access to food,303261.77,NGOs: International,WFP,WFP FLA data
2023,Medical Teams International,Uganda,Unconditional resource transfers to support access to food,674998.48,NGOs: International,WFP,WFP FLA data
2023,SAVE THE CHILDREN INTERNATIONAL,Uganda,Unconditional resource transfers to support access to food,660027.07,NGOs: International,WFP,WFP FLA data
2023,SAVE THE CHILDREN INTERNATIONAL,Uganda,Institutional capacity strengthening activities,189666.67,NGOs: International,WFP,WFP FLA data
2023,Stichting International Red Cross R,Uganda,Emergency preparedness activities,80378,Red Cross: International,WFP,WFP FLA data
2023,THE UGANDA PARLIAMENTARY FORUM ON S,Uganda,Institutional capacity strengthening activities,30329.04,Other: National,WFP,WFP FLA data
2023,All-Ukrainian Network of People Liv,Ukraine,Unconditional resource transfers to support access to food,423540.03,NGOs: National,WFP,WFP FLA data
2023,AVSI Foundation,Ukraine,Unconditional resource transfers to support access to food,146692.91,NGOs: International,WFP,WFP FLA data
2023,CHARITABLE FUNDADVENTIST DEVELOPMEN,Ukraine,Unconditional resource transfers to support access to food,828060.85,NGOs: International,WFP,WFP FLA data
2023,Polish Humanitarian Action,Ukraine,Unconditional resource transfers to support access to food,190522.12,NGOs: International,WFP,WFP FLA data
2023,Solidarites International Paris Suc,Ukraine,Unconditional resource transfers to support access to food,49142.61,NGOs: International,WFP,WFP FLA data
2023,UKRAINIAN RED CROSS SOCIETY,Ukraine,Unconditional resource transfers to support access to food,78975.66,Red Cross: National,WFP,WFP FLA data
2023,UKRAINIAN RED CROSS SOCIETY,Ukraine,Unconditional resource transfer,273210.56,Red Cross: National,WFP,WFP FLA data
2023,DANISH REFUGEE COUNCIL,United Republic of Tanzania,Unconditional resource transfers to support access to food,184597.1,NGOs: International,WFP,WFP FLA data
2023,NAFAKA KILIMO,United Republic of Tanzania,Service provision and platforms activities,301078.46,NGOs: National,WFP,WFP FLA data
2023,WORLD VISION TANZANIA,United Republic of Tanzania,Institutional capacity strengthening activities,35042.94,NGOs: International,WFP,WFP FLA data
2023,A.C. SERVICIOS Y PROYECTOS ACUARIO,Venezuela,Unconditional resource transfer,116536.73,NGOs: National,WFP,WFP FLA data
2023,A.C. SERVICIOS Y PROYECTOS ACUARIO,Venezuela,School meal activities,130322.95,NGOs: National,WFP,WFP FLA data
2023,A.C. SERVICIOS Y PROYECTOS ACUARIO,Venezuela,School based programmes,292993.93,NGOs: National,WFP,WFP FLA data
2023,ACTED,Venezuela,School meal activities,283700.31,NGOs: International,WFP,WFP FLA data
2023,ACTED,Venezuela,School based programmes,188892.09,NGOs: International,WFP,WFP FLA data
2023,ALIANZA INTERNACIONAL CIELOS ABIERT,Venezuela,School meal activities,305505,NGOs: National,WFP,WFP FLA data
2023,ASOCIACION CIVIL CARITAS DE VENEZUE,Venezuela,Unconditional resource transfer,113256.33,NGOs: National,WFP,WFP FLA data
2023,ASOCIACION CIVIL CARITAS DE VENEZUE,Venezuela,School based programmes,538503.15,NGOs: National,WFP,WFP FLA data
2023,Asociacion Civil Tinta Violeta,Venezuela,School meal activities,159081.21,NGOs: National,WFP,WFP FLA data
2023,Asociacion Civil Tinta Violeta,Venezuela,School based programmes,190160.56,NGOs: National,WFP,WFP FLA data
2023,Asociacion Civil Vida y Luz,Venezuela,School meal activities,170732.95,NGOs: National,WFP,WFP FLA data
2023,Asociacion Civil Vida y Luz,Venezuela,School based programmes,321299.02,NGOs: National,WFP,WFP FLA data
2023,AVSI Foundation,Venezuela,School based programmes,25000,NGOs: International,WFP,WFP FLA data
2023,CENTRO DE FORMACION POPULAR RENACIE,Venezuela,School meal activities,563420.91,NGOs: National,WFP,WFP FLA data
2023,CENTRO DE FORMACION POPULAR RENACIE,Venezuela,School based programmes,760014.91,NGOs: National,WFP,WFP FLA data
2023,Fundacion Techo,Venezuela,School meal activities,158077.15,NGOs: International,WFP,WFP FLA data
2023,Fundacion Techo,Venezuela,School based programmes,480935.05,NGOs: International,WFP,WFP FLA data
2023,The Foundation for the Refugee Educ,Venezuela,School meal activities,278235.9,NGOs: International,WFP,WFP FLA data
2023,The Foundation for the Refugee Educ,Venezuela,School based programmes,667419.38,NGOs: International,WFP,WFP FLA data
2023,World Vision International,Venezuela,School based programmes,782465.8,NGOs: International,WFP,WFP FLA data
2023,Abs Development Organization for Wo,Yemen,Nutrition treatment activities,56244.92,NGOs: National,WFP,WFP FLA data
2023,Abs Development Organization for Wo,Yemen,Malnutrition treatment programme,493073.77,NGOs: National,WFP,WFP FLA data
2023,Abs Development Organization for Wo,Yemen,Malnutrition prevention programme,349328.55,NGOs: National,WFP,WFP FLA data
2023,ADVENTIST DEVELOPMENT AND RELIEF AG,Yemen,Nutrition treatment activities,144405.18,NGOs: International,WFP,WFP FLA data
2023,ADVENTIST DEVELOPMENT AND RELIEF AG,Yemen,Malnutrition treatment programme,270026.41,NGOs: International,WFP,WFP FLA data
2023,ADVENTIST DEVELOPMENT AND RELIEF AG,Yemen,Malnutrition prevention programme,677335.29,NGOs: International,WFP,WFP FLA data
2023,BUILDING FOUNDATION FOR DEVELOPMENT,Yemen,Unconditional resource transfer,567140.81,NGOs: National,WFP,WFP FLA data
2023,BUILDING FOUNDATION FOR DEVELOPMENT,Yemen,Nutrition treatment activities,253027.46,NGOs: National,WFP,WFP FLA data
2023,BUILDING FOUNDATION FOR DEVELOPMENT,Yemen,Malnutrition treatment programme,702889.58,NGOs: National,WFP,WFP FLA data
2023,BUILDING FOUNDATION FOR DEVELOPMENT,Yemen,Malnutrition prevention programme,739596,NGOs: National,WFP,WFP FLA data
2023,BUILDING FOUNDATION FOR DEVELOPMENT,Yemen,Malnutrition prevention activities,21627.1,NGOs: National,WFP,WFP FLA data
2023,CARE INTERNATIONAL YEMEN,Yemen,Unconditional resource transfers to support access to food,212543.03,NGOs: International,WFP,WFP FLA data
2023,FIELD MEDICAL FOUNDATION,Yemen,Unconditional resource transfers to support access to food,164489.65,NGOs: National,WFP,WFP FLA data
2023,FIELD MEDICAL FOUNDATION,Yemen,Nutrition treatment activities,180321.59,NGOs: National,WFP,WFP FLA data
2023,FIELD MEDICAL FOUNDATION,Yemen,Malnutrition treatment programme,514169.09,NGOs: National,WFP,WFP FLA data
2023,FIELD MEDICAL FOUNDATION,Yemen,Malnutrition prevention programme,708226.41,NGOs: National,WFP,WFP FLA data
2023,HUMAN ACCESS FOR PARTNERSHIP AND DE,Yemen,Nutrition treatment activities,79747.11,NGOs: National,WFP,WFP FLA data
2023,HUMAN ACCESS FOR PARTNERSHIP AND DE,Yemen,Malnutrition treatment programme,762132.88,NGOs: National,WFP,WFP FLA data
2023,HUMAN ACCESS FOR PARTNERSHIP AND DE,Yemen,Malnutrition prevention programme,696856.26,NGOs: National,WFP,WFP FLA data
2023,HUMAN ACCESS FOR PARTNERSHIP AND DE,Yemen,Malnutrition prevention activities,109003.39,NGOs: National,WFP,WFP FLA data
2023,HUMANITARIAN AID AND DEVELOPMENT,Yemen,Unconditional resource transfer,178225.27,NGOs: National,WFP,WFP FLA data
2023,HUMANITARIAN AID AND DEVELOPMENT,Yemen,Nutrition treatment activities,56231.34,NGOs: National,WFP,WFP FLA data
2023,HUMANITARIAN AID AND DEVELOPMENT,Yemen,Malnutrition treatment programme,424054.06,NGOs: National,WFP,WFP FLA data
2023,HUMANITARIAN AID AND DEVELOPMENT,Yemen,Malnutrition prevention programme,120944.1,NGOs: National,WFP,WFP FLA data
2023,Islamic Relief Yemen,Yemen,Nutrition treatment activities,174482.75,NGOs: International,WFP,WFP FLA data
2023,Islamic Relief Yemen,Yemen,Malnutrition treatment programme,555810.93,NGOs: International,WFP,WFP FLA data
2023,Islamic Relief Yemen,Yemen,Malnutrition prevention programme,380927.19,NGOs: International,WFP,WFP FLA data
2023,MEDICAL MERCY FOUNDATION,Yemen,Nutrition treatment activities,106126.4,NGOs: National,WFP,WFP FLA data
2023,MEDICAL MERCY FOUNDATION,Yemen,Malnutrition treatment programme,686016.75,NGOs: National,WFP,WFP FLA data
2023,MEDICAL MERCY FOUNDATION,Yemen,Malnutrition prevention programme,320474.94,NGOs: National,WFP,WFP FLA data
2023,MERCY CORPS,Yemen,Unconditional resource transfers to support access to food,121937.53,NGOs: International,WFP,WFP FLA data
2023,MERCY CORPS,Yemen,Unconditional resource transfer,301153.14,NGOs: International,WFP,WFP FLA data
2023,NATIONAL FOUNDATION FOR DEVELOPMENT,Yemen,Unconditional resource transfers to support access to food,328391.03,NGOs: National,WFP,WFP FLA data
2023,NORWEGIAN REFUGEE COUNCIL,Yemen,Unconditional resource transfers to support access to food,248702.52,NGOs: International,WFP,WFP FLA data
2023,RELIEF AND DEVELOPMENT PEER FOUNDAT,Yemen,Unconditional resource transfer,659068.86,NGOs: National,WFP,WFP FLA data
2023,RELIEF AND DEVELOPMENT PEER FOUNDAT,Yemen,Nutrition treatment activities,159517.98,NGOs: National,WFP,WFP FLA data
2023,RELIEF AND DEVELOPMENT PEER FOUNDAT,Yemen,Malnutrition treatment programme,138006.58,NGOs: National,WFP,WFP FLA data
2023,SAVE THE CHILDREN INTERNATIONAL,Yemen,Unconditional resource transfers to support access to food,110376.29,NGOs: International,WFP,WFP FLA data
2023,SAVE THE CHILDREN INTERNATIONAL,Yemen,Nutrition treatment activities,253333.61,NGOs: International,WFP,WFP FLA data
2023,SAVE THE CHILDREN INTERNATIONAL,Yemen,Malnutrition treatment programme,664422.44,NGOs: International,WFP,WFP FLA data
2023,SAVE THE CHILDREN INTERNATIONAL,Yemen,Malnutrition prevention programme,280021.94,NGOs: International,WFP,WFP FLA data
2023,SOCIETY FOR HUMANITARIAN SOLIDARITY,Yemen,Malnutrition treatment programme,208665.97,NGOs: National,WFP,WFP FLA data
2023,SOCIETY FOR HUMANITARIAN SOLIDARITY,Yemen,Malnutrition prevention programme,437876.24,NGOs: National,WFP,WFP FLA data
2023,Soul for Development,Yemen,Nutrition treatment activities,47087.34,NGOs: National,WFP,WFP FLA data
2023,Soul for Development,Yemen,Malnutrition treatment programme,348736.88,NGOs: National,WFP,WFP FLA data
2023,Soul for Development,Yemen,Malnutrition prevention programme,403035.14,NGOs: National,WFP,WFP FLA data
2023,SUSTAINABLE DEVELOPMENT FOUNDATION,Yemen,Unconditional resource transfer,170560.36,NGOs: National,WFP,WFP FLA data
2023,VISION HOPE INTERNATIONAL,Yemen,Nutrition treatment activities,81672.16,NGOs: International,WFP,WFP FLA data
2023,VISION HOPE INTERNATIONAL,Yemen,Malnutrition treatment programme,402453.28,NGOs: International,WFP,WFP FLA data
2023,VISION HOPE INTERNATIONAL,Yemen,Malnutrition prevention programme,289429.92,NGOs: International,WFP,WFP FLA data
2023,YEMEN FAMILY CARE ASSOCIATION (YFCA,Yemen,Nutrition treatment activities,22631.98,NGOs: National,WFP,WFP FLA data
2023,YEMEN FAMILY CARE ASSOCIATION (YFCA,Yemen,Malnutrition prevention programme,440763.72,NGOs: National,WFP,WFP FLA data
2023,Yemeni Food Bank Foundation,Yemen,School based programmes,674077.8,NGOs: National,WFP,WFP FLA data
2023,ACTION AFRICA HELP ZAMBIA,Zambia,Unconditional resource transfers to support access to food,52862.67,NGOs: International,WFP,WFP FLA data
2023,ACTION AFRICA HELP ZAMBIA,Zambia,Unconditional resource transfer,64383.85,NGOs: International,WFP,WFP FLA data
2023,CARE International in Zambia,Zambia,Malnutrition prevention programme,105689.78,NGOs: International,WFP,WFP FLA data
2023,DEVELOPMENT AID FROM PEOPLE TO PEOP,Zambia,Climate adaptation and risk management activities,22209.55,NGOs: International,WFP,WFP FLA data
2023,SELF HELP AFRICA,Zambia,Climate adaptation and risk management activities,84811.11,NGOs: International,WFP,WFP FLA data
2023,AQUACULTURE ZIMBABWE,Zimbabwe,Unconditional resource transfers to support access to food,115775.98,NGOs: National,WFP,WFP FLA data
2023,CARITAS ZIMBABWE,Zimbabwe,Unconditional resource transfers to support access to food,211865.87,NGOs: National,WFP,WFP FLA data
2023,MERCY CORPS ZIMBABWE,Zimbabwe,Unconditional resource transfers to support access to food,141543.05,NGOs: International,WFP,WFP FLA data
2023,MWENEZI DEVELOPMENT TRAINING CENTRE,Zimbabwe,Emergency preparedness activities,22810.14,NGOs: National,WFP,WFP FLA data
2023,PLAN INTERNATIONAL,Zimbabwe,Unconditional resource transfers to support access to food,141734.02,NGOs: International,WFP,WFP FLA data
2023,TERRE DES HOMMES ITALIA,Zimbabwe,Unconditional resource transfers to support access to food,64363.07,NGOs: International,WFP,WFP FLA data
2024,ACTED (AGENCY FOR TECHNICAL COOPERA,Afghanistan,Unconditional resource transfers to support access to food,407444,NGOs: International,WFP,WFP FLA data
2024,Action for welfare and developmento,Afghanistan,Unconditional resource transfers to support access to food,486400,NGOs: National,WFP,WFP FLA data
2024,AFGHAN DEVELOPMENT ASSOCIATION,Afghanistan,Unconditional resource transfers to support access to food,296226,NGOs: National,WFP,WFP FLA data
2024,Afghan Literacy Organization,Afghanistan,Malnutrition prevention activities,91869,NGOs: National,WFP,WFP FLA data
2024,Afghan Literacy Organization,Afghanistan,Unconditional resource transfers to support access to food,289333,NGOs: National,WFP,WFP FLA data
2024,Afghan Peace Builders Humanitarian,Afghanistan,Unconditional resource transfers to support access to food,357207,NGOs: National,WFP,WFP FLA data
2024,Afghan Social Organization for Wome,Afghanistan,Unconditional resource transfers to support access to food,648484,NGOs: National,WFP,WFP FLA data
2024,AFGHAN SOCIAL WELFARE DEVELOPMENT O,Afghanistan,Malnutrition prevention activities,738716,NGOs: National,WFP,WFP FLA data
2024,Afghan Women Association for Rehabi,Afghanistan,Unconditional resource transfer,82812,NGOs: National,WFP,WFP FLA data
2024,Afghan Women Association for Rehabi,Afghanistan,Unconditional resource transfers to support access to food,333244,NGOs: National,WFP,WFP FLA data
2024,Afghan Women Coordination and Promo,Afghanistan,Unconditional resource transfers to support access to food,700697,NGOs: National,WFP,WFP FLA data
2024,AFGHAN YOUTH SERVICE ORGANIZATION (,Afghanistan,Malnutrition prevention activities,1292851,NGOs: National,WFP,WFP FLA data
