year,recipient_location_iso3,total_usd_defl_m_lnha,destination_org_country,total_usd_defl_m,lnha_funding_perc
2017,PAK,12.6803891430235,Pakistan,164.527916915,0.0770713528791263
2017,HTI,2.6561284745,Haiti,169.765115076,0.0156459027127623
2017,SSD,103.130003733204,South Sudan,1793.866177878,0.0574903551920457
2017,MAR,0.2652766346,Morocco,3.197626275,0.0829604874947433
2017,TUN,,Tunisia,1.52884198,
2017,MLI,2.56447672929419,Mali,229.331369737,0.0111824070655278
2017,NER,0.25953385303516,Niger,377.529177251,0.000687453761653524
2017,COL,10.1834357113899,Colombia,48.639345393,0.209366216364735
2017,BDI,7.48483550118429,Burundi,74.889972201,0.0999444288895643
2017,NPL,,Nepal,30.31574618,
2017,MNG,,Mongolia,3.917405114,
2019,LBN,53.513031967632,Lebanon,1647.502454824,0.0324813063622103
2019,SSD,45.079979353475,South Sudan,1683.27636739,0.0267810920576125
2019,TUR,22.898844227552,Türkiye,1523.717265864,0.0150282764004565
2019,MAR,0.135704088,Morocco,4.302278193,0.0315423786915492
2019,NIC,,Nicaragua,6.327401549,
2019,COL,2.49934239239949,Colombia,426.040841316001,0.00586643849608233
2019,HTI,1.17247155850746,Haiti,103.169747958,0.0113644898985773
2019,BFA,16.4409091854786,Burkina Faso,159.599858419,0.103013306830862
2019,NPL,0.13651264455,Nepal,15.004955247,0.00909783750120105
2019,PER,,Peru,57.245576048,
2019,GRC,0.012866496619488,Greece,4.381547089,0.00293651907833872
2019,BIH,0.11400249238,Bosnia and Herzegovina,8.793097891,0.0129649975234195
2019,TJK,0.79438048902,Tajikistan,5.073244325,0.156582344182684
2019,BOL,,"Bolivia, Plurinational State of",2.734545782,
2020,MMR,37.6080548282045,Myanmar,348.487271177,0.107918015774823
2020,NIC,,Nicaragua,22.761653922,
2020,COL,20.279423515161,Colombia,639.048712497,0.0317337678937209
2020,MAR,3.7203109804,Morocco,12.380750804,0.300491548476853
2020,HTI,5.80860072714,Haiti,193.411235776,0.0300323851602254
2020,BFA,20.56837194038,Burkina Faso,389.956989302,0.052745232178544
2020,PER,7.32769421364,Peru,110.051104949,0.066584467434796
2020,TJK,12.86041639173,Tajikistan,22.113433787,0.581565781036248
2020,TCD,2.0170202345,Chad,382.52170144,0.00527295634968407
2020,VEN,7.92868895697,"Venezuela, Bolivarian Republic of",307.5757651,0.025778002874811
2020,MLI,1.5488203446,Mali,438.263856229,0.00353399059171039
2020,BTN,2.220424866,Bhutan,6.86002975,0.3236756904735
2021,MAR,,Morocco,0.847876982,
2021,HTI,7.94516884792971,Haiti,239.029378434,0.0332392984493473
2021,SSD,27.8876551834698,South Sudan,1704.427706731,0.0163618879658773
2021,CZE,,Czech Republic,0.224266173,
2021,VEN,12.4153565758045,"Venezuela, Bolivarian Republic of",372.307602644,0.0333470401561369
2021,GRC,0.01438719384,Greece,1.453972731,0.00989509193209209
2022,HTI,23.8513842413178,Haiti,245.236308039,0.0972587804474885
2022,LBN,57.5208386358939,Lebanon,1905.048717785,0.030193893782818
2022,Global,7.83318000434614,Global,3997.353380945,0.0019595915741866
2024,Global,16.4820572156587,Global,4067.02208452,0.00405261069970412
2017,TGO,,Togo,1.923102689,
2019,COD,26.4508564961886,Democratic Republic of the Congo,1412.007662269,0.0187327995470534
2019,RWA,,Rwanda,36.60887346,
2019,TZA,0.7553193424,"Tanzania, United Republic of",53.681898985,0.0140702798649328
2019,UGA,0.1445918634,Uganda,259.892397227,0.000556352801939442
2019,MLI,0.08754770335,Mali,331.938667628,0.000263746625169062
2019,NER,2.17833976278,Niger,380.188372218,0.00572963278721986
2020,AFG,28.8881596725378,Afghanistan,853.870721579,0.0338320063476553
2020,VNM,,Viet Nam,18.322995094,
2016,ETH,19.358299948506,Ethiopia,1747.348697685,0.0110786702014046
2021,LTU,,Lithuania,0.218235157,
2021,NAM,1.017343634,Namibia,1.847522816,0.55065281207331
2016,NPL,,Nepal,24.263199788,
2016,IDN,,Indonesia,22.646100632,
2016,VNM,0.76486263404,Viet Nam,10.521474981,0.0726953811534231
2016,KEN,,Kenya,253.57168842,
2016,COD,15.1533580094231,Democratic Republic of the Congo,562.704417451,0.0269295167044652
2016,PRY,,Paraguay,3.729143626,
2016,FSM,,"Micronesia, Federated States of",32.618073781,
2016,NGA,,Nigeria,559.435468136,
2016,CAN,,Canada,0.062231513,
2016,MHL,,Marshall Islands,3.526125941,
2016,IND,,India,28.107784675,
2016,MKD,9.4349058520772,"North Macedonia, Republic of",57.642995451,0.163678271371193
2016,CMR,0.102798746,Cameroon,241.844593575,0.000425061170400406
2016,MWI,,Malawi,214.26242227,
