year,donor_org,donor_org_type,total_usd_defl_m_lnha
2022,Care Plus Foundation,NGOs: Local/National,0.37939317881
2022,Salesians of Don Bosco – Kenya,NGOs: Local/National,0.1431232389
2022,Medici con l'Africa CUAMM,NGOs: International,0.2611278007
2022,Corus International,NGOs: International,0.1398578346
2022,Education Cannot Wait Fund,Pooled Funds: Other UN,1.071956587
2022,Catholic Agency for Overseas Development,NGOs: International,0.1081918509
2022,Norwegian People's Aid,NGOs: International,0.03920993209
2022,Caritas,NGOs: International,0.4441918505
2022,Tearfund,NGOs: International,0.1947453317
2022,Cordaid International,NGOs: International,0.1148447873
2022,Relief International,NGOs: International,0.2297480909
2022,ZOA,NGOs: International,0.070727149435993
2022,CARE,NGOs: International,7.62482934436
2022,Ghiras Alnahda Organization,NGOs: Local/National,0.1983994437
2022,Circle of Health International,NGOs: International,0.00310795188
2022,War Child,NGOs: International,0.2324843404
2022,Qatar Red Crescent Society,RCRC,2.3810637261
2022,Norwegian Aid Committee,NGOs: International,0.18285586221
2022,Americares,NGOs: International,0.4110836153
2022,Global Communities,NGOs: International,2.70661791
2022,"Estonia, Government of",Governments,0.7089436473
2022,"Korea, Republic of, Government of",Governments,40.6289674337
2022,Jersey Overseas Aid,Governments,0.02981860841
2022,"Austria, Government of",Governments,48.58161272
2022,Silatech Organization,NGOs: International,0.005311613209
2022,"",Governments,9.54014738007822
2022,"",RCRC,122.658173766942
2022,"",Multilateral: UN,9.87884837798865
2022,"",Pooled Funds: Other,0.514496772828152
2022,IOM,Multilateral: UN,82.8365081471532
2022,UNHCR,Multilateral: UN,705.603359957987
2022,UNICEF,Multilateral: UN,614.728923161394
2022,WFP,Multilateral: UN,81.4509338052886
2023,Afghanistan CBPF,Pooled Funds: Country,25.25065942
2023,Burkina Faso CBPF,Pooled Funds: Country,5.9321113
2023,CAR CBPF,Pooled Funds: Country,3.19832908
2023,DRC CBPF,Pooled Funds: Country,23.10647564
2023,Ethiopia CBPF,Pooled Funds: Country,18.65031741
2023,Lebanon CBPF,Pooled Funds: Country,10.27252073
2023,Mali CBPF,Pooled Funds: Country,1.14999934
2023,Myanmar CBPF,Pooled Funds: Country,8.61468008
2023,Niger CBPF,Pooled Funds: Country,3.34922135
2023,Nigeria CBPF,Pooled Funds: Country,13.06966236
2023,Somalia CBPF,Pooled Funds: Country,39.29801585
2023,South Sudan CBPF,Pooled Funds: Country,5.05995935
2023,Sudan CBPF,Pooled Funds: Country,3.65046031
2023,Syria CBPF,Pooled Funds: Country,12.095774
2023,Syria Cross border CBPF,Pooled Funds: Country,77.1670216
2023,Ukraine CBPF,Pooled Funds: Country,38.28096695
2023,Venezuela CBPF,Pooled Funds: Country,8.76334756
2023,Yemen CBPF,Pooled Funds: Country,37.95651499
2023,oPt CBPF,Pooled Funds: Country,10.91513791
2023,World Health Organization,Multilateral: UN,2.902543
2023,Norwegian Church Aid,NGOs: International,0.98391
2023,Children in Crisis,NGOs: International,0.222893
2023,Food and Agriculture Organization of the United Nations,Multilateral: UN,1.812188
2023,All for Peace And Dignity,NGOs: International,0.057683
2023,Fundación Educación y Cooperación,NGOs: International,0.155924
2023,Children Believe Fund,NGOs: International,0.202752
2023,Enfants du Monde,NGOs: International,0.262993
2023,Médecins du Monde France,NGOs: International,0.024897
2023,Tearfund,NGOs: International,0.453837
2023,HELP-HILFE ZUR SELBSTHILFE E.V,NGOs: International,0.093856
2023,Fondation Terre des Hommes Italie,NGOs: International,0.059328
2023,Fondation Terre des hommes,NGOs: International,0.09434
2023,Plan International Burkina Faso,NGOs: International,0.248068
2023,"EngenderHealth, Inc",NGOs: International,0.093457
2023,FONDATION OXFAM INTERMON,NGOs: International,0.300606
2023,Action Contre la Faim,NGOs: International,0.093458
2023,HUMANITE ET INCLUSION,NGOs: International,0.009827
2023,Panafricare,NGOs: International,0.030501
2023,African Initiatives for Relief and Development,NGOs: International,0.051257
2023,Première Urgence Internationale,NGOs: International,1.302861
2023,COOPERAZIONE INTERNAZIONALE,NGOs: International,0.043985
2023,Intersos organizzazione Umanitaria Onlus,NGOs: International,0.02797
2023,Faso-Action pour le Développement Communautaire,NGOs: Local/National,0.055732
2023,OXFAM Intermón,NGOs: International,0.09295
2023,International Rescue Committee,NGOs: International,4.318777
2023,Alliance for International Medical Action,NGOs: International,0.232003
2023,Fédération Handicap lnternational,NGOs: International,0.1824
2023,Cooperazione Internazionale - COOPI,NGOs: International,1.074754
2023,Action pour la Population et le Développement Durable,NGOs: Local/National,0.15
2023,OXFAM GB,NGOs: International,0.079935
2023,Save the Children,NGOs: International,4.963326
2023,Adventist Development and Relief Agency,NGOs: International,0.119626
2023,TEARFUND,NGOs: International,0.235517
2023,Medair,NGOs: International,0.1465
2023,INTERSOS,NGOs: International,0.532869
2023,Solidarités International,NGOs: International,1.159992
2023,The Johanniter Unfall Hilfe,NGOs: International,0.290587
2023,Entraide Protestante Suisse,NGOs: International,0.164746
2023,Concern,NGOs: International,0.226
2023,Médecins d'Afrique,NGOs: International,0.07111
2023,Norwegian Refugee Council,NGOs: International,0.812445
2023,Dan Church Aid,NGOs: International,0.122413
2023,Action Aid International RD Congo,NGOs: International,0.168291
2023,Rebuild Hope for Africa,NGOs: Local/National,0.03901
2023,Association pour le Developpement Social et la Sauvegarde de l'Environnement,NGOs: Local/National,0.04142
2023,Action pour le Bien-être Communautaire,NGOs: Local/National,0.186916
2023,3 E Communauté Baptiste au Centre de l'Afrique,NGOs: Local/National,0.291067
2023,Groupe des Hommes Voués au Développement Intercommunautaire,NGOs: Local/National,0.146778
2023,Observatoire des Droits Humains,NGOs: Local/National,0.046751
2023,United Nations Population Fund,Multilateral: UN,5.418957
2023,Vétérinaires sans Frontières (Germany),NGOs: International,0.11215
2023,International Rescue Committee INC,NGOs: International,0.479089
2023,Caritas Switzerland,NGOs: International,0.29295
2023,Action Against Hunger,NGOs: International,0.576978
2023,Save the Children Fund,NGOs: International,2.615714
2023,Catholic Relief Services,NGOs: International,0.72838
2023,World Vision Ethiopia,NGOs: International,0.228973
2023,Care Ethiopia,NGOs: International,0.670523
2023,Christian Aid,NGOs: International,1.401428
2023,Afro Ethiopia Integrated Development Association,NGOs: Local/National,0.151438
2023,Action for Social Development and Environmental Protection Organization,NGOs: Local/National,0.629233
2023,Positive Action for Development,NGOs: Local/National,0.224299
2023,Development Expertise Center,NGOs: Local/National,0.11215
2023,Mercy Corps,NGOs: International,0.520782
2023,German Leprosy and TB Relief Association,NGOs: International,0.120323
2023,Medecins du Monde,NGOs: International,0.129425
2023,ZOA Refugee Care,NGOs: International,0.290756
2023,"Project Hope The People-To-People Health Foundation, Inc.",NGOs: International,0.236814
2023,HelpAge International UK,NGOs: International,0.168881
2023,Plan International,NGOs: International,0.855171
2023,Imagine 1 Day International Organization,NGOs: International,0.988081
2023,GOAL,NGOs: International,5.639312
2023,Dorcas Aid Ethiopia,NGOs: International,0.280374
2023,Swiss Church Aid/HEKS-EPER Ethiopia,NGOs: International,0.497652
2023,Mothers and Children Multisectoral Development Organization,NGOs: Local/National,0.46729
2023,Development for Peace Organization,NGOs: Local/National,0.25027
2023,SOS SAHEL Ethiopia,NGOs: Local/National,0.419653
2023,Relief International,NGOs: International,0.115322
2023,War Child Holland,NGOs: International,0.721568
2023,World Vision International,NGOs: International,0.306338
2023,ANERA,NGOs: International,0.057031
2023,Fondazione Terres des Hommes Italia,NGOs: International,0.251241
2023,Agency for Technical Cooperation and Development,NGOs: International,1.838234
2023,International Medical Corps Croatia,NGOs: International,0.056009
2023,Polish Center for International Aid,NGOs: International,0.039047
2023,Associazione Volontari per il Servizio Internazionale,NGOs: International,0.504137
2023,Fondazione We World - GVC Onlus,NGOs: International,0.968584
2023,Association HIMAYA,NGOs: Local/National,0.010557
2023,Beit El Baraka,NGOs: Local/National,0.018002
2023,Welfare Association - Lebanon Branch,NGOs: Local/National,0.2496
2023,"Plan International, Inc.",NGOs: International,0.069626
2023,International Rescue Committee (IRC),NGOs: International,0.076253
2023,Première Urgence Internationale «PUI»,NGOs: International,0.074766
2023,AIDE DE L'EGLISE NORVEGIENNE (AEN),NGOs: International,0.181145
2023,Agence d'Aide à la Coopération Technique et au Développement (ACTED),NGOs: International,0.043904
2023,Help – Hilfe zur Selbsthilfe,NGOs: International,0.048201
2023,Care International au Mali,NGOs: International,0.1
2023,Catholic Relief Services/USCCB (CRS),NGOs: International,0.065073
2023,Association Malienne pour la Survie au Sahel (AMSS),NGOs: Local/National,0.093458
2023,People in Need,NGOs: International,3.169761
2023,Consortium of Dutch NGO's (The Netherlands),NGOs: International,1.71726
2023,Metta Development Foundation,NGOs: Local/National,0.617137
2023,United Nations Development Programme,Multilateral: UN,3.39238
2023,AVSI Foundation Myanmar,NGOs: International,1.721101
2023,Trócaire,NGOs: International,0.290054
2023,Adventist Development and Relief Agency-Myanmar,NGOs: International,0.549466
2023,Malteser International,NGOs: International,1.012475
2023,Federation of Handicap International,NGOs: International,0.195651
2023,Action Aid Myanmar,NGOs: International,1.0907
2023,World Concern Myanmar,NGOs: International,0.179356
2023,CARE Myanmar,NGOs: International,0.384249
2023,Community Partners International,NGOs: International,0.239046
2023,Karuna Mission Social Solidarity,NGOs: Local/National,0.189912
2023,Network Activities Group,NGOs: Local/National,0.341924
2023,Nyein (Shalom) Foundation,NGOs: Local/National,0.761307
2023,Myanmar Enhancement to Empower Tribal,NGOs: Local/National,0.041417
2023,Land Core Group,NGOs: Local/National,0.03547
2023,Handicap International,NGOs: International,0.513629
2023,Initiative de Coopération et d'Appui aux Actions Humanitaires et de développement,NGOs: International,0.052043
2023,Help,NGOs: International,0.057983
2023,World Vision,NGOs: International,0.328258
2023,Agence d'Aide à la Coopération et au Développement,NGOs: International,0.083215
2023,Save the Children International,NGOs: International,0.226636
2023,Care International au Niger,NGOs: International,0.072587
2023,Plan Niger,NGOs: International,0.126294
2023,Association Nigérienne pour le Traitement de la Délinquance et la prévention du crime,NGOs: Local/National,0.117161
2023,Street Child,NGOs: International,0.440187
2023,Royal Heritage Health Foundation,NGOs: Local/National,0.350466
2023,Life at Best Development Initiative,NGOs: Local/National,0.079561
2023,Terre des hommes foundation,NGOs: International,0.15
2023,Danish Refugee Council,NGOs: International,0.238
2023,Salient Humanitarian Organization,NGOs: Local/National,0.117275
2023,CHILD PROTECTION & PEER LEARNING INITIATIVE,NGOs: Local/National,0.2325
2023,"Center for Advocacy, Transparency, and Accountability Initiative",NGOs: Local/National,0.24
2023,Catholic Caritas Foundation of Nigeria,NGOs: Local/National,0.050974
2023,Jireh Doo Foundation,NGOs: Local/National,0.116823
2023,Yobe Peace and Community Development Initiative,NGOs: Local/National,0.070094
2023,Hope And Rural Aid Foundation,NGOs: Local/National,0.130903
2023,Foundation for Refugee Economic Empowerment in Nigeria,NGOs: Local/National,0.12833
2023,Gibran Books and Values Society of Nigeria,NGOs: Local/National,0.11625
2023,Sahei Gender Development initiative,NGOs: Local/National,0.087127
2023,Care Best Initiative,NGOs: Local/National,0.140187
2023,Future Resilience and Development Foundation,NGOs: Local/National,0.222
2023,Action Health Incorporated,NGOs: Local/National,0.116823
2023,FIRST STEP ACTION FOR CHILDREN INITIATIVE,NGOs: Local/National,0.119073
2023,Grow Strong Foundation,NGOs: Local/National,0.2325
2023,Actionaid International Foundation Nigeria,NGOs: Local/National,0.169595
2023,UN Women,Multilateral: UN,0.251215
2023,International NGO,NGOs: International,10.361812
2023,Others,Other,0.49525
2023,UN Agency,Multilateral: UN,12.835768
2023,Finn Church Aid,NGOs: International,0.015346
2023,National NGO,NGOs: Local/National,0.541057
2023,Hungarian Interchurch Aid,NGOs: International,1.180016
2023,Samaritan’s Purse Ukraine,NGOs: International,1.857436
2023,"International Rescue Committee, Inc.",NGOs: International,1.028038
2023,Help – Hilfe zur Selbsthilfe e.V.,NGOs: International,0.364831
2023,Folkekirkens Nødhjælp,NGOs: International,0.977207
2023,CORE Community Organized Relief Effort,NGOs: International,0.822232
2023,Deutsche Welthungerhilfe e.V.,NGOs: International,0.582538
2023,Stichting ZOA,NGOs: International,0.383237
2023,Estonian Refugee Council,NGOs: International,0.76695
2023,Terre des hommes - Aide a l’enfance dans le monde - Fondation,NGOs: International,0.06932
2023,Caritas Czech Republic,NGOs: International,1.334998
2023,"Global Emergency Relief, Recovery & Reconstruction",NGOs: International,0.385016
2023,ICF Caritas Ukraine,NGOs: Local/National,1.961888
2023,Dorcas Aid International Transcarpathia,NGOs: Local/National,1.621362
2023,Charity Foundation “NEW WAY”,NGOs: Local/National,0.074577
2023,Charitable Organization 'Charity Fund 'POSMISHKA UA',NGOs: Local/National,1.223017
2023,AVSI Foundation,NGOs: International,0.7042
2023,ChildFund Deutschland e. V.,NGOs: International,0.228832
2023,Corus International,NGOs: International,1.039995
2023,MEDICAL TEAMS INTERNATIONAL,NGOs: International,0.420042
2023,Lumos Foundation,NGOs: International,0.165094
2023,CARE Deutschland e. V.,NGOs: International,0.923831
2023,Cesvi Fondazione - ETS,NGOs: International,1.004762
2023,CHARITY ORGANISATION “CHARITY FUND “ALPS RESILIENCE UKRAINE”,NGOs: International,0.573542
2023,Zaporizhzhia Charitable Foundation 'Unity' for the Future',NGOs: Local/National,0.170736
2023,CHARITABLE ORGANIZATION 'ALL-UKRAINIAN NETWORK OF PEOPLE LIVING WITH HIV/AIDS',NGOs: Local/National,0.64032
2023,Kharkiv Regional Youth Non-Governmental Organisation 'Enlightening  Initiative',NGOs: Local/National,0.05971
2023,Spring of Hope. Ukraine,NGOs: Local/National,0.416151
2023,Federacion Luterana Mundial Capitulo Venezuela,NGOs: International,0.24894
2023,HIAS Venezuela,NGOs: International,0.432198
2023,ACTED Venezuela,NGOs: International,0.149
2023,HEKS Venezuela A.C.,NGOs: International,0.191259
2023,INTERSOS Venezuela Asociacion Civil,NGOs: International,0.118831
2023,Asociación Civil SCI Venezuela,NGOs: International,0.109284
2023,Fundación Vivienda Popular,NGOs: Local/National,0.07654
2023,Asociación Venezolana de Educación Católica,NGOs: Local/National,0.224625
2023,Fundacion Amigos del Niño que Amerita Protección Alternativa,NGOs: Local/National,0.144327
2023,Asociación Civil Fe y Alegria,NGOs: Local/National,0.174317
2023,ASOCIACION CIVIL CONSTRUYENDO FUTUROS,NGOs: Local/National,0.220792
2023,Grupo Social CESAP,NGOs: Local/National,0.27794
2023,Fundacion Centro de Estudios sobre Derechos Sexuales y Reproductivos,NGOs: Local/National,0.044255
2023,"SUPERATEC, A.C.",NGOs: Local/National,0.0802
2023,United Nations Human Settlements Programme (UN-HABITAT),Multilateral: UN,0.266842
2023,OXFAM Novib,NGOs: International,1.322735
2023,Terre des Hommes Lausanne,NGOs: International,0.688783
2023,DanChurchAid,NGOs: International,0.947479
2023,Medical Aid for Palestinians,NGOs: International,0.47647
2023,Fundacion Accion Contra El Hambre (Action Against Hunger ),NGOs: International,0.374658
2023,CARE International,NGOs: International,0.710859
2023,Women's Affairs Center,NGOs: Local/National,0.190166
2023,Al Awda Health and Community Association,NGOs: Local/National,0.129419
2023,NGO Development Center,NGOs: Local/National,0.019804
2023,Palestinian Environmental Friends,NGOs: Local/National,0.024047
2023,Oxfam,NGOs: International,0.013559
2023,Education Above All Foundation,Governments,7.215373
2023,Qatar Fund for Development,Governments,7.091802
2023,"United Kingdom, Government of",Governments,17.673247
2023,"United Arab Emirates, Government of",Governments,258.373338
2023,"Saudi Arabia (Kingdom of), Government of",Governments,931.971746
2023,Rahma International Society,NGOs: International,37.909046
2023,"Spain, Government of",Governments,6.741556
2023,UN Trust Fund to End Violence against Women,Multilateral: UN,5.235818
2023,"Lithuania, Government of",Governments,0.639442
2023,"Korea, Republic of, Government of",Governments,31.420547
2023,Namaa Charity - Social Reform Society,Private Organisations: Foundations and Other,3.167129
2023,"Switzerland, Government of",Governments,11.55142625
2023,"France, Government of",Governments,10.805157
2023,"Türkiye, Government of",Governments,18.880879
2023,"United States of America, Government of",Governments,76.367993
2023,Kuwaiti Horizons Charity Society,NGOs: International,0.898234
2023,Kuwait Red Crescent Society,RCRC,7.379201
2023,"Germany, Government of",Governments,4.5258335
2023,World Bank,Multilateral: Other,11.822462
2023,Colombia Post-Conflict UN MPTF,Multilateral: UN,0.525
2023,"Norway, Government of",Governments,1.321627
2023,Private (individuals & organizations),Private Organisations: Foundations and Other,0.428174
2023,"Sweden, Government of",Governments,0.42504
2023,"Belgium, Government of",Governments,1.329114
2023,"Hungary, Government of",Governments,0.018
2023,"Kuwait, Government of",Governments,4.355339
2023,EC/ECHO,Multilateral: EC,0.978763
2023,Al Najat Charitable Society,Private Organisations: Foundations and Other,0.918529
2023,Agence Française de Développement,Governments,0.1437
2023,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Private Organisations: Foundations and Other,0.165869
2023,Women Initiative for Society Empowerment,NGOs: Local/National,0.0939
2023,Qatar Red Crescent Society,RCRC,0.999078
2023,AlSafa Humanity,NGOs: Local/National,1.459956
2023,Alhedaya kuwait,Private Organisations: Foundations and Other,1.02048
2023,"Portugal, Government of",Governments,0.107778
2023,"Luxembourg, Government of",Governments,1.8571205
2023,Sheikh Abdullah Al-Nouri Charity Society,Private Organisations: Foundations and Other,1.050256
2023,United Palestinian Appeal,NGOs: Local/National,0.361112
2023,"Japan, Government of",Governments,0.612598
2023,Scalabrini International Migration Network,NGOs: International,0.005
2023,Japan Agency for Development and Emergency,NGOs: International,0.048
2023,"Canada, Government of",Governments,0.911348
2023,"Latvia, Government of",Governments,0.054765
2023,"Denmark, Government of",Governments,0.243506
2023,United Nations Mission in South Sudan,Multilateral: UN,0.049
2023,HopeChild inc,NGOs: International,0.206
2023,Care Plus Foundation,NGOs: Local/National,0.076
2023,Women and Children Network,NGOs: Local/National,0.05789
2023,Vitamin Angels,NGOs: International,0.15
2023,International Monetary Fund,Multilateral: Other,15
2023,Education Cannot Wait Fund,Pooled Funds: Other UN,0.5026
2023,Central Emergency Response Fund,Pooled Funds: Other UN,0.096045
2023,Catholic Agency for Overseas Development,NGOs: International,0.667769
2023,Norwegian People's Aid,NGOs: International,0.105826
2023,Caritas,NGOs: International,1.2503075
2023,Cordaid International,NGOs: International,0.352413
2023,ZOA,NGOs: International,0.064077333333333
2023,REACH Initiative,NGOs: International,0.720407
2023,Qatar Airways,Governments,0.33396
2023,Aid Fund for Northern Syria,Multilateral: Other,22.620521
2023,"Belarus, Government of",Governments,0.593255
2023,Dar Al-Ber Society U.A.E.,Private Organisations: Foundations and Other,0.544514
2023,Red Crescent Society of the United Arab Emirates,RCRC,227.046837
2023,Qawafil for Relief and Development,NGOs: International,0.052294
2023,The Center for Disaster Philanthropy,NGOs: International,0.2
2023,ChooseLove,NGOs: International,0.125
2023,Ghiras Alnahda Organization,NGOs: Local/National,0.786048
2023,Norwegian Aid Committee,NGOs: International,0.888812
2023,Stichting Vluchteling,NGOs: International,0.114093
2023,Korea Buddhist Order Association,NGOs: Local/National,0.155
2023,JTS-Korea,NGOs: International,0.271839
2023,CARE,NGOs: International,14.867382
2023,Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs: International,2.328835
2023,Americares,NGOs: International,5.159315
2023,Al-Ameen for Humanitarian Support,NGOs: Local/National,0.02086
2023,SDGs Promise Japan,NGOs: International,0.13004
2023,"New Zealand, Government of",Governments,0.721122
2023,Turkish Enterprise and Buisness Confederation,Private Organisations: Foundations and Other,11.277089
2023,"Malta, Government of",Governments,0.098469
2023,"Netherlands, Government of",Governments,3.578288
2023,Islamic Relief,NGOs: International,0.129036
2023,Mines Advisory Group,NGOs: International,0.112305
2023,Jersey Overseas Aid,Governments,0.1736
2023,"Poland, Government of",Governments,1.588409
2023,Pure Hands,NGOs: Local/National,0.2
2023,Silatech Organization,NGOs: International,0.026981
2023,Canadian Food Grains Bank,NGOs: International,0.584711
2023,"",RCRC,400.08605122673
2023,"",Multilateral: UN,56.27875459677
2023,"",Governments,41.54846076606
2023,"",Pooled Funds: Other,2.23872788
2023,IOM,Multilateral: UN,69.92432964
2023,UNHCR,Multilateral: UN,701.111009
2023,UNICEF,Multilateral: UN,687.473079
2023,WFP,Multilateral: UN,76.44175543
2024,Afghanistan CBPF,Pooled Funds: Country,14.3810820567615
2024,Burkina Faso CBPF,Pooled Funds: Country,2.54449458890779
2024,CAR CBPF,Pooled Funds: Country,5.44147221349225
2024,Colombia (RhPF),Pooled Funds: Country,2.94197464660857
2024,DRC CBPF,Pooled Funds: Country,19.7696573323349
2024,Ethiopia CBPF,Pooled Funds: Country,24.3135340117967
2024,Haiti (RhPF),Pooled Funds: Country,1.90555524824504
2024,Lebanon CBPF,Pooled Funds: Country,24.6437005298581
2024,Mali CBPF,Pooled Funds: Country,0.88081223030077
2024,Myanmar CBPF,Pooled Funds: Country,7.63523597493536
2024,Niger CBPF,Pooled Funds: Country,4.74602496786354
2024,Nigeria CBPF,Pooled Funds: Country,7.02797483819808
2024,Somalia CBPF,Pooled Funds: Country,25.4947034347842
2024,South Sudan CBPF,Pooled Funds: Country,11.5514749906398
2024,Sudan CBPF,Pooled Funds: Country,1.36110577721843
2024,Syria CBPF,Pooled Funds: Country,9.07546265108521
2024,Syria Cross border CBPF,Pooled Funds: Country,42.0489568648001
2024,Ukraine CBPF,Pooled Funds: Country,73.1647718135267
2024,Venezuela CBPF,Pooled Funds: Country,7.58293272373889
2024,Yemen CBPF,Pooled Funds: Country,25.4620972705502
2024,oPt CBPF,Pooled Funds: Country,14.7131002968346
2024,CORDAID,NGOs: International,0.0709388152204908
2024,World Health Organization,Multilateral: UN,1.0505312048185
2024,United Nations Population Fund,Multilateral: UN,2.53697356534533
2024,All for Peace And Dignity,NGOs: International,0.136867686107639
2024,Action Contre la Faim,NGOs: International,0.0914669618100331
2024,African Initiatives for Relief and Development,NGOs: International,0.0588861751608859
2024,Save the Children International,NGOs: International,0.182933923620066
2024,Norwegian Refugee Council,NGOs: International,1.01676131423098
2024,Norwegian Church Aid/Aide de l'Eglise Norvégienne,NGOs: International,0.196081724396415
2024,Vétérinaires Sans Frontières,NGOs: International,0.0673244912464655
2024,End Child Prostitution and Trafficking of Children for Sexual Purposes,NGOs: International,0.0947974639718549
2024,Première Urgence Internationale,NGOs: International,0.530606835306149
2024,Tearfund,NGOs: International,0.722520194719689
2024,International Rescue Committee INC,NGOs: International,0.146804385622472
2024,World Vision International,NGOs: International,0.449377032653522
2024,Medicos del Mundo Espagne,NGOs: International,0.0888929915821191
2024,Intersos organizzazione Umanitaria Onlus,NGOs: International,0.0520724942761949
2024,Solidarités International,NGOs: International,0.364545629073626
2024,COOPERATIVE FOR ASSISTANCE AND RELIEF EVERYWHERE INC,NGOs: International,0.0536961507811794
2024,Association Tin Tua,NGOs: Local/National,0.122336988018726
2024,Afrique Secours et Assistance,NGOs: International,0.0967362605579757
2024,International Rescue Committee,NGOs: International,2.53100028070413
2024,Solidarité pour la Paix et le Développement Intégré,NGOs: International,0.0457334809050165
2024,Global Social Action,NGOs: International,0.0182888903608475
2024,Fédération Handicap lnternational,NGOs: International,0.182933923620066
2024,Agence Humanitaire Africaine,NGOs: International,0.0652339967952015
2024,Action pour la Population et le Développement Durable,NGOs: Local/National,0.293608771244944
2024,Corporación Desarrollo y Paz del Magdalena Medio,NGOs: Local/National,0.0173591292519052
2024,Secretariado Nacional de Pastoral Social - Cáritas Colombiana,NGOs: Local/National,0.0936837080329324
2024,Corporación Infancia y Desarrollo,NGOs: Local/National,0.0961558938868148
2024,Dan Church Aid,NGOs: International,0.259617683797916
2024,OXFAM GB,NGOs: International,0.456800441086499
2024,Magna Enfant en Péril,NGOs: International,0.0785344741325975
2024,Action Aid International RD Congo,NGOs: International,0.189190726535296
2024,World Relief DR Congo,NGOs: International,0.13720044271505
2024,VISION DES FEMMES POUR LE DEVELOPPEMENT ENDOGENE,NGOs: Local/National,0.0443848379490981
2024,Association pour le Developpement Social et la Sauvegarde de l'Environnement,NGOs: Local/National,0.0221126552583608
2024,CARITAS DEVELOPPEMENT KASONGO,NGOs: Local/National,0.146332654196672
2024,Rebuild Hope for Africa,NGOs: Local/National,0.564484394028295
2024,Norwegian Church Aid,NGOs: International,0.422278900459423
2024,Associazione Volontari per il Servizio Internationale,NGOs: International,0.509765506027279
2024,Cooperazione Internazionale - COOPI,NGOs: International,0.319932754978861
2024,Medair,NGOs: International,0.343013340486426
2024,War Child Holland,NGOs: International,0.632727880728757
2024,INTERSOS,NGOs: International,0.738779368902431
2024,Christian Aid,NGOs: International,1.82063373613325
2024,People In Need,NGOs: International,0.108738987126469
2024,The Johanniter Unfall Hilfe,NGOs: International,0.119293243756821
2024,Save the Children,NGOs: International,4.03741673599839
2024,Entraide Protestante Suisse,NGOs: International,0.0146804385622472
2024,International Medical Corps,NGOs: International,0.356720955319949
2024,Action pour le Bien-être Communautaire,NGOs: Local/National,0.182933923620066
2024,Imagine 1 Day International Organization,NGOs: International,0.13720044271505
2024,World Vision Ethiopia,NGOs: International,0.466724417554579
2024,Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs: International,2.22683483980379
2024,International Committee for the Development of Peoples,NGOs: International,0.120033137860358
2024,Save the Children Fund,NGOs: International,2.04107520158395
2024,Action for Social Development and Environmental Protection Organization,NGOs: Local/National,0.777518110180489
2024,Positive Action for Development,NGOs: Local/National,1.17077671969006
2024,ZOA Refugee Care,NGOs: International,0.823201677594394
2024,GOAL,NGOs: International,1.94140065207934
2024,Plan International,NGOs: International,0.804909851145834
2024,Action Against Hunger,NGOs: International,0.711431305845149
2024,Care Ethiopia,NGOs: International,0.205548649877256
2024,Women Empowerment-Action,NGOs: Local/National,0.286818579061952
2024,Organization for Welfare and Development in Action,NGOs: Local/National,0.432639375300753
2024,SOS SAHEL Ethiopia,NGOs: Local/National,0.390605364913423
2024,Union of Ethiopian Women and Children Associations,NGOs: Local/National,0.307972112334246
2024,Solidaridad International,NGOs: International,0.0914669618100331
2024,Hilfswerk der Evangelischen Kirchen Schweiz - Entraide Protestante Suisse,NGOs: International,0.0927353517018112
2024,Agency for Technical Cooperation and Development,NGOs: International,1.12431998251188
2024,Plan international Haiti,NGOs: International,0.0817729788794292
2024,Oeuvre Protestante de Diaconie et de Développement / Evangelisches Werk für Diakonie und Entwicklung e.V. (EWDE Diakonie Katastrophenhilfe),NGOs: International,0.0913925809213177
2024,Terre des hommes foundation,NGOs: International,0.774747422075841
2024,Danish Refugee Council,NGOs: International,1.5322345631861
2024,ANERA,NGOs: International,0.0483475776650007
2024,CARE International in Lebanon,NGOs: International,0.236428463044991
2024,Associazione Volontari per il Servizio Internazionale,NGOs: International,0.133643861799369
2024,Restart Center,NGOs: Local/National,0.324432798746141
2024,Basmeh and Zeitooneh - Lebanese Association,NGOs: Local/National,0.1761261149108
2024,International Medical Corps Croatia,NGOs: International,0.12778343072532
2024,Mercy Corps,NGOs: International,0.0434903098927052
2024,Relief International,NGOs: International,0.404118219262019
2024,Polish Center for International Aid,NGOs: International,0.0771554916036504
2024,Nusaned,NGOs: Local/National,0.213318516660301
2024,Association HIMAYA,NGOs: Local/National,0.544275302303506
2024,Welfare Association - Lebanon Branch,NGOs: Local/National,0.410641227463178
2024,Conseil Danois pour les Réfugiés – « Danish Refugee Council » (DRC),NGOs: International,0.114150196780513
2024,International Rescue Committee (IRC),NGOs: International,0.0768374154348017
2024,OXFAM - UK,NGOs: International,0.0529865962506708
2024,Cooperazione Internationale (COOPI),NGOs: International,0.0548793941292965
2024,Save the Children International au Mali,NGOs: International,0.0660130387349048
2024,Conseil Norvégien pour les Réfugiés,NGOs: International,0.0968908945108313
2024,Association Malienne pour la Survie au Sahel (AMSS),NGOs: Local/National,0.0914669618100331
2024,Association Libre pour la Promotion de l'Habitat et du Logement (ALPHALOG),NGOs: Local/National,0.0280993381040452
